Interface-ID,UI-199,UI-200,UI-201,UI-202,UI-203,UI-231,UI-232,UI-241,UI-596
1957,9,8,9,10,5,3,9,9,6
1958,4,2,3,5,1,5,5,4,1
1959,3,2,2,3,1,2,3,5,2
1960,2,6,8,4,5,2,2,3,1
1961,8,3,3,4,2,1,4,3,0
1962,9,8,7,10,7,8,7,8,5
1963,5,7,2,4,5,4,2,4,1
1964,10,8,7,10,5,9,8,4,5
1965,4,3,2,5,1,1,2,4,0
1966,8,9,7,9,5,3,7,8,6
1967,10,8,8,10,7,8,4,9,5
1968,10,8,9,10,8,8,7,9,5
1969,9,7,7,9,6,7,8,6,4
1970,3,2,1,3,1,1,2,2,1
1971,4,3,2,5,1,2,3,3,1
1972,5,4,5,3,1,1,3,2,0
1973,3,7,5,8,7,4,8,7,2
1974,10,10,7,10,9,9,7,8,5
1975,8,7,8,9,8,6,8,7,5
1976,8,8,8,10,5,4,7,10,6
1977,3,3,4,4,2,1,4,5,3
1978,4,8,8,5,3,2,7,4,1
1979,5,3,3,5,1,1,2,3,2
1980,8,6,6,4,8,3,8,5,3
1981,3,3,4,5,1,3,4,4,2
1982,4,8,6,9,5,2,4,4,2
1983,9,9,9,10,7,7,7,8,6
1984,10,6,7,9,6,6,8,8,5
1985,8,6,7,10,6,4,9,4,6
1986,8,6,8,4,3,3,2,7,6
1987,4,2,3,5,2,1,4,4,4
1988,3,3,1,4,1,1,3,3,1
1989,3,1,3,5,1,1,1,2,1
1990,3,2,4,5,3,1,4,5,0
1991,4,6,4,9,6,2,2,4,1
1992,8,7,6,4,6,6,7,4,5
1993,10,8,7,8,6,8,8,8,6
1994,4,6,2,5,2,2,2,3,2
1995,9,9,7,10,6,8,7,9,5
1996,3,4,2,4,1,1,3,1,0
1997,5,6,3,5,2,5,4,3,1
1998,8,7,7,8,7,6,8,9,2
1999,8,7,2,4,3,4,3,4,1
2000,10,8,6,8,8,8,7,8,5
2001,9,8,7,8,8,7,9,7,5
2002,8,7,8,9,7,5,3,2,1
2003,8,7,7,10,7,8,6,7,7
2004,4,7,3,6,1,4,3,2,5
2005,9,6,2,8,6,2,2,7,2
2006,3,1,2,4,1,1,1,2,1
2007,6,5,2,5,2,2,3,3,1
2008,9,7,7,9,8,6,8,9,6
2009,8,8,8,10,6,7,8,7,5
2010,10,8,10,10,9,10,8,7,5
2011,8,8,8,8,5,7,8,8,5
2012,2,3,1,4,1,1,1,1,0
2013,9,7,8,10,8,10,8,7,5
2014,5,3,2,5,2,1,3,3,1
2015,10,8,7,9,9,10,7,10,6
2016,4,7,8,6,1,5,4,2,1
2017,4,9,5,4,5,3,4,4,3
2018,7,8,7,10,6,6,9,8,5
2019,3,1,1,5,1,1,4,2,1
2020,10,9,8,9,7,5,7,7,6
2021,4,4,2,4,5,4,2,4,0
2022,10,9,8,9,5,10,9,9,4
2023,10,5,7,8,5,4,7,9,1
2024,9,8,7,10,6,5,8,9,5
2025,4,2,2,5,2,4,4,3,2
2026,9,4,8,9,5,2,8,5,5
2027,8,8,7,9,8,8,3,8,6
2028,9,8,7,9,8,3,9,6,5
2029,9,8,9,10,7,5,7,9,5
2030,10,8,7,9,5,7,7,10,5
2031,10,7,7,10,7,7,8,9,4
2032,5,2,4,5,1,4,3,4,1
2033,3,1,1,5,3,1,1,1,1
2034,4,2,1,2,2,1,1,2,0
2035,8,8,7,9,7,5,6,9,6
2036,4,7,5,5,2,4,3,4,0
2037,4,6,8,4,1,4,4,2,0
2038,10,8,8,9,6,5,6,9,6
2039,8,8,7,10,8,6,8,9,5
2040,3,2,1,3,1,1,3,2,0
2041,10,9,6,10,7,10,10,8,6
2042,3,7,2,6,1,2,3,4,1
2043,8,8,3,6,1,3,3,2,3
2044,9,6,9,9,9,5,8,10,6
2045,9,7,7,8,7,5,6,8,5
2046,7,7,3,3,1,3,4,6,1
2047,9,8,7,5,5,5,4,7,5
2048,3,2,5,5,1,4,2,5,2
2049,7,3,3,4,1,3,3,3,1
2050,9,8,8,6,7,7,7,9,6
2051,4,1,8,4,1,1,1,4,3
2052,4,8,7,6,6,5,3,3,2
2053,8,6,6,10,6,7,7,7,5
2054,3,2,5,4,1,1,3,4,2
2055,6,7,9,6,5,3,2,4,2
2056,9,7,7,5,3,2,4,9,1
2057,8,7,8,8,6,5,8,4,5
2058,3,2,1,3,1,1,1,2,1
2059,10,7,4,10,7,5,7,3,2
2060,2,7,3,4,1,3,2,4,3
2061,4,8,6,5,2,6,3,4,3
2062,9,8,8,10,10,6,9,9,3
2063,7,9,8,10,6,8,8,9,6
2064,9,8,6,10,8,10,8,8,5
2065,3,3,2,5,1,1,2,1,2
2066,9,7,8,5,2,4,7,2,1
2067,5,3,9,4,3,1,4,2,3
2068,4,2,3,4,1,1,2,2,1
2069,3,7,3,6,6,2,6,4,3
2070,10,7,7,10,8,8,7,8,4
2071,9,8,7,7,8,6,7,9,6
2072,8,7,8,9,6,4,8,4,5
2073,4,2,2,4,1,1,2,3,0
2074,8,8,8,6,7,2,2,2,3
2075,8,8,6,10,6,6,5,9,1
2076,8,7,8,8,6,5,8,9,2
2077,6,2,3,5,2,1,3,1,0
2078,4,4,2,6,2,1,3,1,0
2079,9,8,8,9,6,7,7,4,6
2080,5,2,7,5,1,1,2,3,2
2081,10,9,7,10,10,10,9,10,6
2082,10,9,8,9,7,8,7,8,6
2083,3,2,1,5,1,1,2,2,2
2084,9,7,6,10,7,7,7,9,6
2085,5,6,7,4,3,3,4,2,1
2086,2,3,3,3,1,3,1,3,2
2087,8,6,7,4,6,3,6,4,6
2088,10,7,7,8,8,8,8,10,6
2089,6,6,8,7,7,5,1,4,2
2090,8,6,9,10,6,3,8,5,0
2091,10,7,7,8,7,7,7,9,5
2092,3,3,4,6,2,2,4,6,1
2093,4,2,2,6,1,1,3,4,0
2094,10,9,8,8,6,9,7,8,7
2095,5,7,9,4,7,7,8,8,2
2096,10,7,6,9,8,5,9,7,7
2097,3,3,2,2,1,1,2,2,0
2098,3,2,1,3,1,1,1,2,1
2099,9,7,8,4,7,4,2,6,3
2100,2,6,2,5,2,4,4,1,1
2101,8,8,6,10,7,6,8,6,5
2102,10,6,6,8,7,6,8,9,5
2103,4,4,2,6,1,2,4,5,1
2104,4,4,2,3,1,4,4,1,1
2105,5,8,8,4,2,5,5,3,3
2106,4,8,8,4,8,2,8,4,2
2107,4,1,2,4,2,1,3,1,0
2108,9,7,6,9,7,6,8,3,5
2109,3,7,5,5,4,5,5,4,2
2110,4,2,3,5,1,1,3,1,2
2111,5,2,2,4,1,1,3,2,0
2112,10,9,9,10,8,10,10,9,6
2113,9,7,5,6,3,5,4,3,1
2114,10,6,8,8,8,5,8,8,5
2115,10,8,10,9,7,10,8,8,5
2116,2,2,2,5,5,1,3,3,2
2117,8,7,9,8,6,6,9,9,6
2118,5,8,2,5,1,2,4,1,2
2119,9,6,4,3,6,1,2,5,3
2120,9,7,7,8,7,6,9,9,6
2121,9,8,6,9,7,7,8,10,6
2122,2,2,3,4,2,1,1,1,1
2123,3,8,7,5,6,1,3,4,2
2124,7,7,7,7,7,4,7,4,5
2125,9,7,8,9,8,8,6,9,5
2126,8,8,8,4,6,5,3,6,1
2127,4,5,3,5,1,1,3,3,1
2128,3,1,3,5,1,2,3,3,3
2129,3,2,1,3,1,1,1,1,0
2130,6,2,3,4,2,1,2,3,0
2131,4,6,2,5,1,2,2,2,0
2132,9,9,8,8,8,10,9,9,5
2133,9,6,6,3,7,2,7,4,2
2134,4,6,4,5,2,6,2,3,2
2135,7,7,8,10,7,7,6,9,6
2136,7,7,7,6,5,6,9,8,5
2137,8,8,6,9,6,8,7,6,6
2138,9,7,7,8,8,5,7,5,5
2139,9,9,8,9,9,9,7,9,5
2140,8,8,4,7,4,5,6,7,1
2141,2,1,3,5,1,1,2,1,1
2142,8,7,7,9,9,6,6,9,6
2143,10,8,9,10,8,8,8,9,5
2144,4,2,4,5,1,1,3,3,0
2145,3,5,4,4,4,2,1,5,4
2146,5,1,2,4,1,1,1,4,0
2147,9,8,6,9,7,6,8,6,6
2148,9,7,7,10,7,6,8,8,5
2149,1,3,1,5,1,2,2,1,1
2150,4,5,8,3,6,2,4,3,3
2151,10,8,8,10,8,10,9,8,6
2152,4,1,3,3,2,2,4,2,1
2153,3,1,2,6,1,1,1,1,0
2154,9,7,9,8,2,7,3,8,1
2155,10,7,6,7,6,3,6,7,5
2156,9,8,8,9,8,8,8,8,6
2157,3,6,3,4,2,2,2,3,2
2158,4,2,2,5,2,1,4,1,1
2159,8,8,6,9,7,5,7,8,5
2160,2,2,2,5,1,2,1,2,1
2161,10,8,10,9,6,6,6,7,5
2162,8,8,8,8,7,4,8,7,5
2163,10,7,7,7,8,6,7,2,5
2164,4,4,2,5,1,1,2,3,1
2165,4,2,2,5,1,1,1,3,1
2166,9,8,8,10,6,8,9,9,5
2167,8,8,5,3,6,3,5,3,3
2168,2,1,3,4,1,1,3,4,1
2169,10,7,9,9,6,3,8,8,5
2170,5,6,3,5,1,1,5,2,1
2171,8,6,1,5,6,6,3,3,1
2172,4,1,1,5,1,1,1,2,3
2173,9,10,8,10,8,9,9,9,6
2174,8,7,8,8,5,6,6,2,5
2175,9,9,8,10,7,7,9,7,5
2176,9,10,7,10,9,10,8,10,5
2177,8,6,7,7,6,5,7,3,6
2178,3,3,2,5,2,1,2,4,2
2179,10,8,8,9,8,9,8,8,5
2180,6,8,4,5,3,1,3,4,1
2181,5,1,2,5,2,1,3,3,2
2182,4,7,7,4,6,4,3,7,1
2183,9,7,7,9,6,6,9,9,5
2184,9,6,8,4,7,4,8,4,2
2185,8,9,6,4,7,3,3,4,2
2186,4,1,2,7,1,2,2,2,0
2187,9,7,8,8,6,5,10,3,5
2188,4,3,2,5,1,1,4,2,1
2189,4,8,6,7,1,5,4,4,4
2190,5,6,6,3,2,1,3,3,0
2191,10,9,8,10,8,9,9,8,6
2192,5,2,3,6,1,1,4,3,1
2193,4,2,2,5,1,1,3,3,2
2194,9,6,9,5,5,3,8,3,6
2195,10,8,9,10,7,7,9,9,5
2196,8,8,6,4,6,5,8,2,6
2197,10,8,8,9,6,6,8,7,5
2198,4,3,2,7,1,1,4,2,1
2199,5,7,6,4,6,1,2,4,5
2200,3,7,4,6,6,5,4,3,1
2201,8,8,8,4,8,6,4,4,5
2202,4,8,8,6,6,5,7,7,3
2203,5,2,2,4,1,1,3,4,1
2204,9,8,8,10,8,6,8,8,6
2205,4,4,2,6,1,2,2,3,0
2206,9,6,8,9,8,4,5,6,6
2207,9,8,7,10,7,9,7,9,5
2208,10,8,7,9,9,7,9,8,6
2209,5,1,3,6,2,1,3,2,0
2210,10,9,7,8,7,9,8,9,6
2211,1,2,3,5,1,1,2,1,0
2212,9,8,7,9,7,7,8,5,6
2213,9,8,8,9,6,6,8,9,6
2214,4,8,8,5,5,4,3,5,0
2215,7,8,9,5,6,3,3,5,3
2216,10,7,9,8,9,6,7,7,6
2217,8,7,8,8,7,1,2,3,2
2218,10,9,7,10,8,10,7,9,4
2219,9,6,6,9,7,2,2,8,6
2220,9,8,6,10,8,7,7,10,5
2221,9,7,8,9,7,4,7,8,6
2222,5,7,3,4,2,1,1,3,3
2223,10,9,6,10,7,8,7,9,5
2224,9,8,7,6,7,3,8,7,6
2225,8,8,7,10,7,5,8,7,6
2226,3,6,6,4,1,1,1,4,3
2227,10,7,7,9,6,8,7,9,5
2228,10,9,8,10,6,7,8,7,5
2229,8,8,9,8,7,6,4,4,5
2230,3,8,8,9,5,4,8,5,5
2231,8,8,7,9,3,6,7,7,5
2232,2,1,4,4,2,1,1,3,2
2233,5,3,5,4,2,2,2,2,2
2234,4,2,3,4,1,1,2,2,2
2235,8,3,3,5,3,2,9,4,1
2236,8,7,8,10,6,6,7,5,4
2237,8,7,7,10,7,7,9,9,6
2238,8,9,8,9,7,5,9,9,5
2239,5,1,2,4,2,1,3,3,1
2240,8,8,6,9,6,1,6,8,5
2241,4,1,3,6,4,1,3,3,2
2242,4,3,3,5,1,1,2,4,0
2243,9,7,9,10,7,6,7,7,5
2244,10,9,7,10,7,10,6,9,4
2245,10,8,9,10,9,7,8,10,5
2246,4,7,3,6,7,3,3,3,2
2247,3,6,3,5,1,1,6,3,4
2248,3,3,3,4,1,1,3,2,2
2249,4,3,3,6,1,1,1,2,2
2250,5,2,3,3,2,2,3,4,1
2251,2,2,3,5,4,6,2,5,1
2252,6,8,7,8,6,6,6,7,6
2253,5,4,7,5,1,2,4,2,3
2254,10,6,7,8,5,2,3,8,6
2255,4,2,2,4,1,3,2,1,2
2256,4,2,2,6,1,1,2,1,0
2257,4,8,3,5,1,1,4,3,2
2258,3,2,2,4,2,1,4,5,3
2259,3,6,3,3,6,3,1,2,1
2260,5,6,6,6,1,4,3,4,1
2261,2,3,2,3,1,1,2,1,0
2262,4,1,3,4,1,1,2,3,1
2263,9,7,9,6,6,7,9,5,1
2264,4,7,7,5,2,1,1,3,2
2265,9,8,7,10,5,5,8,8,5
2266,6,7,7,5,8,4,2,2,3
2267,8,8,7,4,5,5,6,4,4
2268,9,8,8,10,9,4,9,8,6
2269,9,7,7,9,7,6,8,8,5
2270,10,7,7,9,7,7,9,9,5
2271,4,7,8,5,7,6,4,4,1
2272,4,6,2,4,6,1,2,4,5
2273,9,9,7,9,8,5,7,10,6
2274,5,6,3,7,6,8,4,2,1
2275,5,8,8,5,8,1,2,5,5
2276,9,10,8,9,10,10,7,9,6
2277,9,8,10,9,7,6,9,8,5
2278,2,8,6,8,6,7,4,3,3
2279,3,4,2,5,1,1,3,1,0
2280,8,7,8,8,5,7,4,3,1
2281,9,8,5,9,8,6,8,7,6
2282,3,2,3,3,1,1,3,2,0
2283,8,9,8,10,8,8,7,9,5
2284,3,3,2,5,1,1,4,4,0
2285,10,8,8,10,8,8,10,10,5
2286,4,8,2,4,1,3,3,3,2
2287,3,6,3,6,1,2,3,3,3
2288,7,8,9,10,7,4,7,8,6
2289,4,1,2,5,1,1,1,3,1
2290,3,3,3,5,3,4,4,1,2
2291,9,3,7,10,8,6,8,6,0
2292,9,7,6,8,6,5,4,4,3
2293,3,5,6,5,1,3,2,3,2
2294,4,5,4,5,2,2,3,4,1
2295,2,5,4,4,1,1,3,1,1
2296,2,2,3,4,1,1,3,3,1
2297,10,10,8,10,8,9,7,8,6
2298,4,6,2,5,2,1,3,3,0
2299,4,3,2,4,2,2,3,3,1
2300,8,6,7,9,6,4,7,8,6
2301,4,7,7,5,6,2,3,4,1
2302,10,6,8,5,7,5,4,4,1
2303,9,8,7,9,7,4,8,10,5
2304,3,1,2,4,2,1,2,2,2
2305,5,7,5,4,2,2,4,3,2
2306,9,5,7,8,7,3,7,8,6
2307,3,2,3,4,1,1,3,2,0
2308,10,8,8,10,9,10,9,6,5
2309,9,10,7,9,8,7,8,9,6
2310,9,8,8,9,9,8,7,8,6
2311,3,3,1,5,1,1,2,3,0
2312,5,7,2,5,2,3,4,4,4
2313,4,2,3,4,2,1,3,4,2
2314,9,8,8,10,8,9,9,10,6
2315,10,7,9,10,9,6,8,8,5
2316,3,2,2,4,2,1,2,1,0
2317,7,5,3,5,2,3,3,5,6
2318,4,4,1,4,1,1,2,2,2
2319,4,7,3,4,7,2,4,3,3
2320,5,6,3,4,6,3,3,3,3
2321,4,3,3,5,5,3,3,3,2
2322,7,7,9,10,4,3,8,4,2
2323,4,6,8,5,7,3,4,9,3
2324,5,5,2,4,2,2,3,2,2
2325,4,6,3,4,1,1,5,2,1
2326,4,2,3,3,1,3,5,3,2
2327,4,6,3,6,7,4,1,6,1
2328,5,3,5,4,2,1,4,2,1
2329,10,10,8,10,6,7,8,9,5
2330,3,7,3,5,3,2,4,3,2
2331,5,2,2,3,1,1,1,4,0
2332,3,4,1,4,1,2,2,5,2
2333,5,3,5,4,2,3,3,1,2
2334,3,5,3,4,7,3,4,5,1
2335,8,8,8,8,7,6,8,7,5
2336,4,3,3,4,1,1,2,2,1
2337,2,2,2,3,1,1,2,1,1
2338,10,7,8,10,6,8,7,9,5
2339,8,8,7,9,8,3,7,6,3
2340,4,4,2,4,2,3,2,4,0
2341,9,5,7,7,3,2,7,5,4
2342,9,7,9,9,7,8,6,9,6
2343,5,8,3,4,8,4,3,5,0
2344,10,8,9,10,5,7,8,7,6
2345,10,9,8,9,6,8,6,9,6
2346,8,6,7,9,5,6,2,3,5
2347,5,4,2,1,6,1,8,4,5
2348,2,6,4,3,3,1,2,3,2
2349,3,1,1,3,1,3,2,2,1
2350,4,1,5,4,2,3,3,4,0
2351,2,1,2,3,2,1,1,1,0
2352,4,4,1,3,2,1,2,4,3
2353,5,3,2,5,1,2,2,5,1
2354,8,7,8,10,7,4,4,10,5
2355,8,7,7,4,6,5,8,5,1
2356,4,7,8,6,7,2,2,4,2
2357,5,2,2,5,1,4,5,1,2
2358,9,6,7,8,7,7,7,7,6
2359,5,4,2,5,2,1,2,4,1
2360,10,8,8,9,7,10,9,8,5
2361,4,2,3,3,2,4,2,3,1
2362,9,9,9,10,7,9,8,9,4
2363,4,6,7,9,6,5,3,7,1
2364,5,9,8,10,8,6,10,10,6
2365,5,2,3,4,1,1,5,2,1
2366,3,1,3,6,1,1,3,4,0
2367,10,8,8,8,7,7,8,7,6
2368,8,8,8,8,8,7,2,9,2
2369,4,8,8,9,8,6,8,4,1
2370,9,8,7,10,5,5,6,8,5
2371,3,5,3,4,5,1,4,3,2
2372,10,7,9,9,6,6,7,7,6
2373,5,2,4,3,1,1,2,3,2
2374,8,6,7,10,6,8,9,3,5
2375,2,1,4,7,1,1,1,3,1
2376,8,5,8,10,7,8,6,7,5
2377,9,9,6,10,5,5,7,6,1
2378,3,6,8,5,1,5,3,4,2
2379,4,7,8,7,6,7,9,3,2
2380,9,7,7,8,6,6,8,7,6
2381,7,6,6,8,8,5,7,9,0
2382,3,2,3,5,2,1,3,5,1
2383,3,7,4,5,2,2,3,3,1
2384,5,2,3,5,2,2,3,4,2
2385,4,3,3,4,1,4,4,6,0
2386,3,6,4,4,2,3,4,3,1
2387,9,8,7,3,7,3,3,5,3
2388,3,3,2,4,1,1,2,4,1
2389,9,6,7,6,5,3,9,8,5
2390,5,7,7,9,6,5,9,4,5
2391,3,3,1,4,1,1,1,3,0
2392,10,8,7,10,6,8,7,9,6
2393,9,8,7,10,6,8,10,8,4
2394,9,5,8,9,7,5,6,8,5
2395,3,7,8,5,7,4,3,2,3
2396,3,1,2,4,1,1,3,3,0
2397,5,3,1,3,1,1,2,3,1
2398,4,3,2,4,3,2,4,4,3
2399,6,8,2,5,1,3,2,2,3
2400,9,7,8,10,7,5,8,8,6
2401,6,3,3,5,1,1,4,2,0
2402,9,9,8,10,8,8,9,10,6
2403,9,6,9,4,7,6,9,4,1
2404,2,2,2,4,2,1,2,1,0
2405,10,8,7,8,8,7,8,9,6
2406,5,8,8,4,7,2,8,3,2
2407,7,7,3,6,8,5,4,3,3
2408,4,6,2,4,1,1,1,3,5
2409,6,2,3,5,1,1,2,3,0
2410,5,3,3,6,1,2,5,2,1
2411,5,6,4,5,7,6,4,2,2
2412,9,7,4,9,6,5,4,5,3
2413,4,1,2,4,1,1,2,1,1
2414,9,8,7,7,7,4,9,9,5
2415,3,3,8,5,1,1,3,3,2
2416,4,3,2,6,2,3,2,3,1
2417,9,7,7,9,6,7,8,8,5
2418,9,6,7,5,4,6,9,3,1
2419,2,2,2,4,1,1,1,1,1
2420,10,10,8,10,6,10,9,10,5
2421,5,2,2,4,2,1,5,5,2
2422,4,2,4,6,5,2,5,4,0
2423,8,8,9,9,8,5,8,6,6
2424,4,7,2,5,2,3,4,4,6
2425,8,8,8,4,7,6,4,5,1
2426,9,7,8,8,7,2,6,6,4
2427,3,2,1,3,1,1,1,1,0
2428,8,8,8,10,6,7,8,6,6
2429,9,9,8,9,8,10,8,7,5
2430,9,8,9,10,6,7,8,7,5
2431,5,3,2,4,3,3,3,4,3
2432,9,6,7,9,6,7,9,10,7
2433,3,2,1,3,1,1,1,2,0
2434,9,7,8,9,6,3,3,9,3
2435,10,9,8,10,7,7,5,8,6
2436,5,5,3,3,2,3,3,3,2
2437,7,10,7,9,6,4,8,9,6
2438,8,9,8,9,7,5,8,8,1
2439,9,7,7,9,9,8,8,7,5
2440,8,8,8,9,7,7,7,8,5
2441,3,1,3,5,2,4,3,3,3
2442,4,3,2,7,6,3,2,4,1
2443,9,8,3,5,6,3,1,8,5
2444,4,8,8,5,8,4,3,2,6
2445,4,8,7,5,5,8,4,3,5
2446,4,6,4,4,1,2,3,4,1
2447,4,3,2,4,1,1,1,4,0
2448,1,3,3,4,6,1,2,4,3
2449,8,6,3,3,7,2,3,5,2
2450,10,8,7,8,7,6,10,9,6
2451,5,7,7,5,6,4,4,8,2
2452,5,6,9,6,7,2,7,3,5
2453,2,2,2,6,1,1,1,3,0
2454,3,3,2,4,1,2,4,4,1
2455,5,4,1,5,1,1,4,3,2
2456,1,2,1,4,1,1,1,2,1
2457,7,8,7,9,6,2,7,8,5
2458,9,7,8,4,6,2,8,3,3
2459,4,6,3,5,1,3,3,5,2
2460,4,1,4,5,1,1,5,2,1
2461,2,2,4,4,1,1,2,2,1
2462,9,8,6,10,5,7,7,8,5
2463,9,9,8,10,7,8,6,8,5
2464,8,8,8,10,8,6,8,9,6
2465,10,9,8,9,7,7,9,7,6
2466,4,3,1,3,1,1,3,1,4
2467,8,8,8,5,5,5,7,9,4
2468,10,6,8,8,6,9,7,8,6
2469,2,2,4,5,5,3,3,4,3
2470,5,3,1,5,2,1,4,4,3
2471,3,7,8,8,6,5,9,5,5
2472,9,7,8,4,6,4,8,7,5
2473,5,6,5,4,2,2,3,4,3
2474,5,8,3,5,2,2,5,3,3
2475,7,7,5,9,8,5,8,4,2
2476,9,7,8,10,7,5,7,9,2
2477,7,8,7,9,4,8,7,3,6
2478,4,3,1,6,1,1,3,1,1
2479,10,7,6,8,7,3,9,8,2
2480,3,7,8,5,4,5,2,5,3
2481,4,1,2,5,1,1,3,2,0
2482,4,7,4,5,2,3,2,4,2
2483,9,7,7,9,5,5,6,8,6
2484,2,3,2,5,2,2,3,3,3
2485,5,3,2,5,3,2,4,4,1
2486,4,7,3,7,1,1,2,2,2
2487,6,3,2,5,1,2,2,2,1
2488,4,7,4,5,1,2,5,3,2
2489,4,2,1,4,1,1,2,1,2
2490,5,6,7,3,2,2,2,2,3
2491,8,7,8,8,7,4,7,8,6
2492,8,9,6,10,6,6,9,7,5
2493,3,2,2,4,1,1,3,3,0
2494,9,8,9,9,8,5,9,9,5
2495,10,7,9,9,7,7,7,8,5
2496,3,6,2,4,5,4,2,3,5
2497,10,8,8,10,7,5,7,8,5
2498,9,9,7,5,2,4,4,3,2
2499,8,7,8,9,7,6,6,4,6
2500,5,7,4,5,1,5,2,2,3
2501,10,9,8,9,8,8,8,7,5
2502,3,2,2,5,3,1,3,4,2
2503,3,5,8,5,1,2,4,4,1
2504,10,8,7,4,6,4,9,9,5
2505,9,8,8,9,7,6,7,7,6
2506,10,6,7,9,7,1,6,3,1
2507,5,1,2,5,6,7,3,3,2
2508,4,1,2,4,1,1,1,2,0
2509,4,8,2,6,1,1,3,3,1
2510,6,8,8,4,7,3,3,3,4
2511,4,4,4,4,1,1,3,3,2
2512,4,7,7,3,1,4,2,1,2
2513,10,8,9,9,7,7,9,7,6
2514,3,3,1,4,1,1,1,4,1
2515,9,8,10,9,7,5,9,9,6
2516,4,1,2,3,2,3,2,2,1
2517,8,5,9,8,6,4,7,7,4
2518,4,3,10,6,5,2,8,3,1
2519,4,5,2,5,1,1,2,2,2
2520,4,2,1,4,1,1,4,1,1
2521,10,8,8,8,9,10,7,8,5
2522,4,6,4,6,2,3,3,5,1
2523,4,2,3,4,1,1,2,3,2
2524,8,7,6,10,7,5,5,9,6
2525,10,8,10,9,7,10,10,8,5
2526,5,5,7,9,2,4,4,2,2
2527,4,7,6,4,2,1,2,5,2
2528,9,10,8,9,7,5,7,3,3
2529,2,7,2,5,5,3,3,2,2
2530,3,3,6,6,2,3,4,4,2
2531,10,8,9,10,8,9,8,10,7
2532,7,7,6,10,8,6,8,8,6
2533,5,6,1,4,1,1,2,3,1
2534,9,8,8,10,7,10,6,9,6
2535,10,8,10,10,9,5,8,9,5
2536,3,7,2,6,7,3,3,3,2
2537,3,2,4,6,2,3,2,4,2
2538,5,3,3,6,1,4,4,4,2
2539,3,2,2,4,2,1,2,4,0
2540,3,3,3,6,1,2,2,4,1
2541,10,6,7,10,5,5,7,9,2
2542,8,7,6,5,6,3,5,4,3
2543,8,8,3,4,6,3,3,2,1
2544,2,1,3,3,2,1,1,3,0
2545,2,2,4,5,1,1,3,2,1
2546,3,7,8,5,1,1,2,2,1
2547,4,4,3,3,3,1,3,2,3
2548,4,6,4,5,7,5,4,5,2
2549,9,7,9,10,7,4,7,8,5
2550,10,8,6,9,5,10,8,9,5
2551,10,7,8,10,7,9,8,10,6
2552,4,2,3,5,1,2,4,2,0
2553,10,8,8,10,5,10,7,10,5
2554,9,7,7,8,6,8,8,9,6
2555,9,7,8,10,6,6,9,8,5
2556,9,8,8,10,7,5,7,9,6
2557,3,3,2,5,1,1,2,3,2
2558,4,3,4,3,1,1,2,2,1
2559,5,3,3,5,1,1,4,4,1
2560,3,1,3,5,1,1,1,2,0
2561,2,2,1,5,1,1,1,2,1
2562,2,2,3,4,2,2,3,3,1
2563,9,6,8,10,7,7,7,7,6
2564,3,3,2,4,1,1,4,1,0
2565,2,1,2,5,1,1,2,3,1
2566,9,7,7,9,8,4,6,7,6
2567,3,3,1,3,1,1,1,1,1
2568,9,6,8,10,8,9,8,8,6
2569,8,7,8,10,8,7,7,7,5
2570,5,8,3,6,1,2,3,3,3
2571,10,8,8,9,9,9,8,8,6
2572,5,2,3,6,1,1,1,3,2
2573,9,8,7,8,6,8,6,8,5
2574,8,7,8,9,8,4,7,5,5
2575,9,5,8,8,7,5,8,9,5
2576,8,6,3,6,2,4,2,5,2
2577,7,7,6,5,7,1,7,8,5
2578,3,2,2,5,1,1,4,3,0
2579,2,5,3,6,2,5,4,4,2
2580,3,4,1,5,4,4,3,5,1
2581,4,1,2,5,2,1,1,1,1
2582,2,3,4,6,1,1,3,2,1
2583,4,2,3,6,2,4,2,5,3
2584,8,10,8,10,8,9,8,9,5
2585,10,9,7,10,8,6,7,10,5
2586,8,6,7,9,9,5,9,10,6
2587,9,8,9,9,7,4,9,6,6
2588,7,8,3,4,6,4,3,3,3
2589,10,9,8,10,5,5,7,7,2
2590,4,2,7,3,1,4,2,3,2
2591,8,7,7,7,7,7,6,7,6
2592,9,6,8,3,7,2,7,8,2
2593,5,3,1,4,1,2,6,3,1
2594,9,8,7,10,6,9,8,7,5
2595,10,7,7,10,7,7,6,7,5
2596,4,8,2,5,3,1,3,3,3
2597,3,2,3,4,1,5,3,4,0
2598,9,8,10,9,7,8,8,9,4
2599,8,7,7,9,7,6,8,8,5
2600,9,7,8,10,6,9,8,4,0
2601,4,2,2,5,1,1,1,2,0
2602,4,7,8,9,2,2,4,4,1
2603,10,6,8,8,8,7,9,10,5
2604,8,7,8,10,6,7,8,5,6
2605,3,1,2,5,1,1,3,2,1
2606,2,2,2,6,1,1,3,3,2
2607,6,8,8,8,8,7,6,7,6
2608,5,1,3,5,1,3,3,3,2
2609,9,8,8,9,9,7,7,10,5
2610,4,3,3,5,3,1,2,3,2
2611,10,7,9,9,6,6,8,9,6
2612,4,3,2,6,5,1,2,5,1
2613,4,1,1,3,1,1,1,2,0
2614,9,6,7,8,6,4,4,4,2
2615,10,9,8,10,7,7,9,7,6
2616,3,7,2,5,5,4,2,1,2
2617,5,8,6,5,4,3,7,7,2
2618,9,7,9,9,6,7,9,7,6
2619,5,3,2,4,1,1,2,5,1
2620,3,4,3,4,2,1,3,1,0
