Interface-ID,UI-199,UI-200,UI-201,UI-202,UI-203,UI-231,UI-232,UI-241,UI-596
25,4,4,2,2,3,6,7,5,1
14,3,5,2,3,6,6,8,6,1
2,3,1,1,1,3,6,3,3,1
23,9,5,5,8,4,9,6,6,6
20,5,1,3,2,6,5,2,5,1
78,9,8,7,8,10,9,10,9,6
8,4,1,1,2,4,5,2,5,1
72,8,7,7,6,9,8,8,10,5
55,7,1,6,8,5,8,5,6,5
19,4,2,1,2,6,5,2,5,1
85,9,6,6,8,4,10,10,10,6
14,4,1,4,1,5,6,2,4,0
26,4,3,2,2,6,5,2,6,0
73,9,6,7,7,10,10,9,10,5
13,4,2,2,2,4,6,2,3,1
22,3,2,4,3,4,5,3,5,1
39,2,1,4,2,5,6,4,5,2
65,4,2,8,6,6,7,8,8,7
63,9,6,7,7,9,9,10,10,6
22,4,1,3,3,5,6,2,5,2
75,8,7,10,7,9,9,9,10,6
58,9,2,7,7,8,9,5,8,4
14,5,1,1,2,4,6,3,4,1
53,7,6,8,7,7,10,8,10,8
75,6,6,4,6,5,10,4,6,5
21,4,1,2,3,5,5,4,4,1
89,9,5,8,9,10,10,10,9,8
26,3,2,3,3,5,5,6,3,2
89,10,6,8,7,8,7,8,10,6
21,3,1,2,2,3,5,6,3,1
73,10,8,8,7,10,10,10,10,7
28,2,2,2,5,5,4,7,6,0
50,10,5,3,6,4,4,8,6,4
6,4,1,1,1,5,6,1,3,1
38,4,2,7,6,4,4,6,5,1
84,2,3,7,6,5,8,6,6,4
19,5,2,3,2,2,8,3,6,4
67,8,5,8,8,9,10,8,5,5
7,3,4,2,2,5,5,4,3,2
89,9,8,7,8,10,10,10,10,7
81,8,10,9,8,10,10,9,9,6
48,4,1,2,3,5,5,4,5,1
89,10,5,9,6,10,10,10,10,8
30,3,1,1,2,3,2,4,5,1
41,6,3,3,3,6,8,6,6,5
81,7,6,4,6,9,8,5,6,5
1,4,2,1,3,4,5,3,4,1
73,9,3,7,9,9,10,8,9,7
8,4,2,3,2,2,3,5,4,0
89,9,7,8,9,10,10,10,10,7
36,8,6,9,4,3,9,9,6,6
7,5,1,8,2,4,5,5,4,0
7,4,1,3,3,3,4,4,5,1
1,3,1,1,1,1,4,4,3,0
89,10,6,5,6,8,5,7,5,6
3,4,2,1,2,4,3,1,4,1
2,2,1,2,1,1,1,1,1,0
41,3,1,3,2,6,5,7,4,1
68,8,1,8,5,4,10,5,10,4
72,4,2,3,7,6,6,7,4,5
89,9,5,9,8,10,10,10,10,6
29,5,2,2,1,4,7,5,5,1
67,9,1,8,7,9,9,7,6,1
73,7,6,8,5,10,7,8,10,4
83,8,7,8,8,10,10,10,10,5
67,9,6,6,4,5,9,10,10,5
18,3,1,2,2,4,5,2,4,0
70,10,7,8,7,10,10,10,10,7
35,5,4,2,3,3,4,8,5,2
84,9,8,9,8,10,10,10,10,5
15,4,2,3,2,4,9,3,4,1
70,8,6,4,7,5,9,6,5,5
85,8,4,2,7,5,9,7,5,6
86,9,7,9,10,10,10,9,10,7
68,9,7,6,9,6,9,9,10,5
10,3,1,3,2,3,4,3,4,0
78,9,7,8,8,10,10,10,10,7
14,6,3,2,6,6,6,3,6,1
81,9,8,8,10,9,10,10,10,7
15,5,1,1,1,6,6,6,5,1
89,10,5,9,8,9,9,7,10,6
29,4,1,2,2,4,4,5,5,1
20,4,2,4,6,5,7,8,5,1
25,3,1,4,3,3,3,4,5,2
61,8,6,9,3,10,7,8,9,5
84,9,7,8,8,9,9,9,9,6
86,8,6,9,8,10,10,10,10,8
27,3,1,4,4,5,4,4,6,1
89,8,7,6,6,10,10,7,10,5
19,4,1,2,3,4,3,3,4,0
70,4,2,4,6,5,8,4,3,5
53,10,6,5,8,6,10,5,9,5
20,4,1,1,2,5,2,1,5,1
75,7,1,7,3,3,5,7,5,4
26,2,1,3,2,4,4,5,6,0
76,8,8,8,8,10,10,7,10,6
63,9,1,9,8,10,9,8,6,0
20,4,1,3,1,6,4,2,4,1
39,3,3,6,6,5,9,5,7,7
76,4,6,2,2,7,6,8,8,0
68,9,8,8,7,4,10,7,6,4
35,5,1,4,3,3,4,4,5,0
15,4,1,2,2,4,3,3,6,1
41,10,2,2,7,7,9,7,10,6
20,5,1,4,1,3,3,4,4,0
3,5,1,5,2,4,4,6,4,2
75,8,6,7,9,9,9,9,10,6
65,10,6,2,6,7,8,7,8,4
5,2,1,1,2,3,3,2,4,0
78,10,7,9,8,10,10,10,10,6
69,4,2,8,7,9,9,9,9,7
77,4,2,7,8,7,9,7,7,6
58,8,5,10,8,8,8,10,10,5
32,6,1,3,6,7,3,6,6,4
73,10,3,3,10,6,10,6,10,5
30,4,1,4,2,1,6,9,3,5
76,7,7,7,9,10,10,9,9,5
20,8,6,2,6,5,7,6,4,5
30,5,2,3,2,4,4,3,5,6
64,4,2,2,6,6,8,7,6,7
80,8,7,8,9,10,10,10,10,6
77,9,8,9,8,10,10,10,10,7
3,5,1,5,1,4,6,3,5,2
60,5,3,3,6,6,7,6,3,5
88,9,7,9,7,5,10,8,10,5
24,4,1,3,6,4,6,5,6,1
78,10,6,9,7,9,10,10,10,6
65,8,2,7,7,10,10,9,5,5
19,4,1,1,3,4,4,3,3,0
71,9,7,8,6,9,10,8,10,7
6,3,1,2,1,6,4,2,3,3
23,5,2,2,6,5,8,6,6,1
14,3,1,1,1,1,5,4,6,2
89,8,7,9,9,9,9,10,10,8
60,8,2,8,7,6,6,7,6,5
10,4,1,3,2,2,4,6,6,1
36,4,1,2,2,2,3,3,5,0
49,5,3,3,2,6,7,8,5,1
63,8,3,8,8,10,10,10,10,6
68,8,2,3,2,6,4,6,6,6
18,8,2,3,2,5,6,5,4,0
64,5,3,7,6,5,9,6,9,5
21,4,3,5,2,4,5,5,5,0
89,9,8,8,7,9,10,9,10,6
61,8,2,8,8,8,6,6,5,5
1,3,1,1,1,1,5,1,1,0
89,7,6,8,7,9,10,10,10,6
58,8,6,7,7,10,10,10,10,6
64,7,7,8,7,10,10,8,8,4
78,8,6,9,7,7,10,8,9,6
28,6,2,3,3,5,5,5,5,1
89,9,8,9,8,10,10,9,7,6
43,8,8,3,7,5,8,7,10,5
21,4,1,1,3,2,3,1,4,1
37,5,3,4,1,3,6,3,5,2
69,8,5,7,8,9,9,7,10,3
74,7,6,7,8,6,10,8,9,5
17,5,3,4,1,5,7,5,5,3
35,6,1,5,2,5,5,1,3,2
76,3,2,3,6,4,7,7,6,6
18,5,4,3,7,7,9,7,5,5
22,6,1,3,2,5,5,1,5,2
84,9,9,9,8,10,10,10,9,7
18,4,2,1,2,5,4,2,3,1
22,3,2,2,2,6,4,4,4,1
18,4,1,1,2,2,2,3,4,1
11,4,1,2,2,3,3,3,2,0
66,3,2,4,7,6,5,8,8,5
27,5,1,4,3,3,6,5,4,2
27,3,2,4,1,2,5,5,5,0
23,3,1,2,3,3,4,3,4,1
61,9,7,8,7,7,8,5,5,5
62,10,7,9,10,10,9,8,10,7
18,5,1,2,1,1,5,2,2,0
79,9,6,9,6,9,10,6,9,6
74,9,7,8,6,9,9,7,9,6
89,10,8,8,9,10,10,10,10,8
60,9,7,8,7,4,8,6,8,6
34,4,2,2,8,7,6,6,4,0
14,4,1,3,3,6,6,6,4,1
2,4,1,1,2,3,4,1,6,1
66,10,8,6,7,9,9,8,10,6
81,9,7,9,8,9,10,10,10,5
35,5,3,4,2,2,4,8,4,0
45,3,3,7,6,6,4,5,8,1
11,3,1,2,1,1,5,1,3,1
35,3,1,5,1,5,5,3,5,1
17,1,2,1,3,5,6,3,6,0
72,8,4,5,7,4,6,8,5,5
24,8,1,7,7,5,5,6,7,4
89,9,7,7,6,9,8,7,9,6
57,8,7,8,6,9,10,9,10,5
17,4,2,1,2,5,4,1,2,1
84,8,3,8,6,10,10,6,8,5
19,5,1,8,3,6,4,3,4,0
83,8,3,8,8,8,10,7,7,6
73,7,7,7,7,8,10,8,8,6
21,6,1,1,4,4,4,3,6,1
89,8,8,7,9,10,9,10,10,5
3,1,2,2,3,3,4,5,5,1
18,8,1,2,8,4,8,8,5,5
79,10,8,6,6,6,10,5,6,6
33,3,2,3,3,4,4,2,3,1
80,9,8,9,8,10,10,8,10,5
75,8,7,10,7,7,9,10,8,6
25,3,1,5,4,4,7,3,4,0
13,4,3,4,2,4,5,1,4,1
60,6,3,8,7,8,9,8,9,6
28,5,1,2,2,4,5,4,4,0
11,2,1,1,1,1,3,1,2,1
1,4,3,2,2,5,6,2,4,1
89,9,7,6,7,10,10,10,10,8
4,4,1,3,5,6,6,2,5,1
33,4,1,3,3,5,6,5,5,0
67,8,5,9,7,9,10,9,4,5
16,3,2,4,3,5,4,7,5,2
17,4,2,3,6,7,10,4,10,1
28,2,1,3,6,6,5,5,5,0
89,7,7,9,8,8,10,8,10,5
87,10,7,8,8,10,10,10,10,7
24,3,2,3,2,4,1,7,5,1
12,3,1,3,2,6,5,2,5,2
38,4,2,3,7,4,6,6,6,4
72,10,5,8,7,8,9,10,10,5
11,5,1,4,1,4,4,3,5,1
34,7,3,2,2,4,4,7,4,1
16,4,1,3,1,2,5,4,7,1
1,4,1,1,1,3,4,1,2,1
19,3,1,2,1,4,5,3,5,1
20,4,1,3,3,6,4,4,6,0
14,2,7,4,3,5,4,6,4,5
70,5,2,3,2,5,5,6,4,2
83,8,9,7,7,10,10,6,6,6
85,10,6,7,8,10,10,10,10,6
86,10,9,9,8,10,10,10,10,7
18,5,1,3,2,4,2,3,4,0
36,4,1,3,3,5,7,7,5,5
19,3,2,1,2,3,3,3,5,0
68,9,7,8,6,10,10,5,10,4
18,2,3,2,3,3,2,3,5,0
3,2,1,1,2,6,5,8,4,1
17,5,6,4,4,5,3,7,6,4
86,9,7,8,8,10,10,10,10,6
12,4,1,2,2,6,5,2,5,1
21,4,7,4,2,5,9,4,5,1
9,2,1,1,3,3,4,5,6,1
77,6,6,6,7,5,10,6,6,4
61,8,6,9,8,10,9,9,6,5
33,8,2,6,9,10,9,5,5,4
1,2,1,1,2,3,6,1,2,0
24,4,1,3,6,9,8,5,7,5
89,8,6,7,7,7,10,10,10,7
49,9,3,7,7,10,9,7,8,2
15,2,1,4,3,2,5,3,4,1
38,3,1,3,2,2,5,1,4,0
28,4,1,2,5,4,4,5,3,0
37,6,1,2,3,4,5,4,5,2
2,2,2,1,2,4,3,3,1,0
35,4,2,4,2,4,7,5,5,1
23,3,1,3,1,2,3,1,4,0
28,5,6,3,3,5,5,6,5,1
11,4,6,4,3,6,4,4,5,6
43,3,2,3,7,5,5,6,5,5
85,8,5,7,8,10,10,9,10,5
78,7,3,2,8,10,10,9,9,5
10,1,1,1,3,4,3,2,2,2
22,3,1,5,2,3,5,3,4,1
83,9,6,9,6,8,8,10,10,6
13,4,2,3,3,5,5,1,6,0
29,3,3,4,6,5,8,4,7,6
10,4,1,1,1,2,2,2,2,0
21,4,1,2,4,4,4,4,6,2
13,5,1,1,2,3,4,1,4,0
81,9,7,9,8,10,10,10,10,8
26,4,2,6,3,4,5,7,6,5
48,1,1,4,1,6,4,2,6,0
32,8,2,8,8,7,7,6,9,5
29,5,2,3,2,5,4,3,3,1
69,9,6,9,6,3,9,9,9,6
1,5,1,5,2,3,6,2,2,1
76,10,7,8,7,9,10,9,10,5
86,6,3,4,6,4,10,4,10,5
89,10,7,8,6,10,10,10,10,7
40,4,1,3,8,7,4,7,8,5
25,4,2,2,2,3,3,2,4,0
71,10,6,6,7,5,9,9,9,7
89,8,6,9,9,10,10,10,10,7
68,6,4,3,6,6,9,4,9,5
40,3,1,1,3,2,4,1,5,0
89,9,5,7,7,9,10,10,10,5
6,3,1,3,3,4,5,2,4,0
14,5,2,2,1,3,3,3,5,1
64,9,3,7,8,9,9,6,5,4
23,4,1,1,5,6,9,6,10,2
40,7,3,9,7,6,7,7,10,5
89,8,6,8,9,10,10,10,10,6
89,10,7,9,8,10,10,10,10,7
33,5,1,3,3,5,5,3,5,1
71,7,2,4,7,6,9,9,5,6
78,7,7,9,8,7,10,6,7,5
4,2,1,1,1,1,3,4,2,0
9,2,1,1,1,4,5,7,4,1
25,3,2,2,2,3,6,5,4,1
78,10,6,9,7,10,10,7,10,5
87,10,6,8,8,10,10,9,9,6
73,9,6,7,8,5,9,7,10,7
21,10,3,4,4,3,5,2,5,2
7,2,1,1,1,2,4,4,3,4
19,4,1,2,2,2,4,5,5,2
21,6,1,3,2,3,3,4,4,0
22,3,2,5,4,8,4,6,5,0
15,5,2,2,3,4,5,4,6,1
81,10,7,7,9,9,10,10,10,7
74,4,7,8,10,10,9,7,4,6
23,2,1,1,2,5,5,1,5,0
80,9,6,8,8,8,10,10,10,5
23,6,5,5,6,3,3,5,3,1
79,9,7,8,7,9,9,9,10,6
27,5,1,3,6,4,5,3,5,1
60,9,6,8,7,10,10,10,10,7
8,3,1,2,2,4,2,3,3,1
66,9,3,8,6,8,9,7,6,5
31,5,1,3,6,5,2,4,7,2
89,10,8,7,10,9,10,9,10,6
89,10,6,8,8,10,10,10,10,7
58,10,4,2,8,6,5,7,6,6
36,4,1,3,1,4,5,3,3,2
77,7,8,7,10,10,10,10,10,8
3,5,1,2,2,6,5,4,6,2
29,3,1,4,2,4,4,2,5,1
86,10,7,8,8,10,10,8,10,4
71,9,2,8,5,5,8,6,5,2
66,9,3,6,8,10,10,10,9,7
13,5,1,3,1,6,4,6,5,4
69,9,9,10,8,10,10,7,10,5
21,2,3,7,7,6,7,8,7,6
72,9,6,7,7,10,9,8,9,5
21,4,1,3,3,5,5,2,6,2
2,3,4,1,2,2,4,7,4,1
88,9,5,8,9,10,9,10,6,8
20,3,3,1,2,2,4,1,4,1
82,10,6,9,10,10,10,10,10,7
26,4,1,3,2,5,4,6,6,1
70,8,8,7,8,10,9,8,10,6
76,8,7,9,9,5,10,10,10,5
24,5,2,3,2,6,4,6,4,5
56,8,2,3,5,10,10,6,8,6
82,8,7,6,8,10,10,9,9,7
85,9,7,9,7,9,9,10,10,6
78,6,1,8,6,9,10,4,6,6
30,3,1,4,3,5,6,4,5,1
63,10,7,4,6,4,8,6,6,7
55,7,3,2,7,10,9,6,5,5
89,8,2,8,7,9,9,6,10,6
13,4,2,3,2,6,5,2,5,0
84,9,6,7,7,9,10,10,10,6
75,10,6,7,6,10,9,8,10,6
1,2,1,1,1,2,4,2,3,1
89,10,8,8,8,10,10,9,10,6
23,5,4,3,7,7,7,9,6,1
89,9,8,7,8,10,10,10,10,7
25,3,1,2,1,4,5,4,3,1
89,8,8,7,6,10,10,9,10,7
24,5,2,2,2,3,5,4,5,5
75,10,3,7,9,5,9,10,8,6
33,5,2,5,6,4,4,4,4,6
8,3,2,1,1,4,4,2,4,1
24,4,1,2,2,1,5,2,2,1
24,6,1,3,3,6,6,4,5,2
21,3,1,2,1,2,4,1,5,1
89,8,5,9,8,9,10,10,10,5
80,7,3,8,7,8,10,4,9,6
60,9,6,9,8,10,10,10,10,8
74,10,9,6,8,10,10,10,10,6
59,8,2,4,6,5,9,6,6,4
46,8,8,9,6,6,10,6,9,5
76,8,8,7,9,10,10,10,10,6
89,10,7,9,7,10,10,10,10,7
8,6,2,2,1,3,6,4,5,2
68,9,9,9,7,3,9,9,4,5
56,10,6,3,2,5,9,6,6,5
89,9,7,7,8,9,9,10,9,6
25,3,1,4,3,2,5,5,5,2
23,4,1,4,2,6,4,4,7,1
10,4,2,2,2,3,5,7,5,2
29,3,1,2,1,5,3,4,5,0
79,6,3,3,6,6,9,5,4,4
7,6,1,1,2,4,6,6,4,1
26,4,1,2,2,3,5,3,2,0
2,4,1,1,2,5,5,2,5,2
8,4,1,4,2,4,6,5,6,1
63,8,6,8,7,8,7,8,10,5
89,10,7,10,9,9,10,10,10,8
20,3,3,2,3,4,9,8,5,2
31,4,2,3,2,3,4,4,4,0
27,4,2,5,3,5,3,5,6,0
8,2,1,2,3,6,5,2,4,0
89,10,7,7,8,9,10,10,10,8
7,3,1,2,2,7,6,2,4,1
89,4,1,2,8,5,4,5,4,2
84,9,7,8,8,9,9,8,10,6
79,9,7,10,9,9,10,8,10,6
89,10,5,9,8,10,10,10,10,7
54,9,2,7,6,5,10,9,10,6
39,8,3,3,2,5,4,8,5,4
10,2,1,3,2,3,5,5,4,1
60,9,3,4,6,10,5,7,5,4
34,8,5,7,7,8,8,5,10,5
78,8,7,8,8,10,10,9,9,7
18,3,1,2,3,6,6,8,3,0
27,7,3,3,6,6,6,7,4,2
26,4,2,3,5,7,5,7,7,2
28,5,1,4,3,5,5,5,7,1
32,3,3,2,2,7,9,4,5,6
76,8,4,8,7,6,10,6,9,6
27,4,1,4,1,2,4,2,5,1
34,4,2,2,3,4,4,5,4,1
18,3,1,3,1,2,5,2,3,1
72,7,7,6,7,10,9,10,10,7
68,10,5,7,7,10,7,8,8,7
88,9,4,3,7,4,4,9,7,4
30,4,4,3,8,3,6,8,3,5
21,5,4,5,3,2,5,5,5,2
79,9,8,8,9,10,10,10,10,6
60,4,3,8,7,4,9,9,9,6
33,3,2,2,3,6,5,5,5,2
50,4,2,3,6,4,5,4,4,6
24,3,1,1,3,5,5,3,4,0
27,4,2,4,2,3,5,5,5,0
4,3,1,3,2,5,4,2,5,2
89,9,9,7,7,10,10,10,10,8
12,5,1,3,1,3,5,2,3,1
89,10,7,8,9,10,10,10,10,7
22,5,3,3,3,6,6,4,4,0
22,4,1,2,2,4,3,4,5,0
60,8,7,8,7,10,8,9,10,6
24,4,2,4,6,2,5,6,8,6
25,4,2,3,3,5,6,6,5,1
15,7,2,3,1,5,9,5,4,4
22,4,4,3,6,7,5,7,3,0
84,8,7,8,10,9,10,10,10,8
66,2,2,4,6,5,6,5,5,1
27,5,1,2,1,2,3,5,3,0
14,3,1,2,2,4,5,3,4,0
65,8,7,7,6,10,9,8,9,6
76,3,1,4,2,5,9,5,5,6
80,9,2,10,7,6,10,6,7,6
67,10,8,8,7,10,10,10,9,7
41,7,2,5,7,5,10,6,5,3
21,6,1,5,3,5,7,8,6,1
45,5,2,2,3,6,10,6,8,0
38,4,2,2,2,2,3,6,5,2
80,9,3,9,8,7,9,6,9,6
56,4,3,3,3,8,4,6,6,5
31,6,2,3,2,4,5,4,5,3
25,3,1,2,2,2,3,3,4,1
60,9,7,8,8,10,8,10,10,6
63,8,4,8,7,10,8,6,9,4
82,9,8,8,8,9,9,9,10,7
54,7,5,3,7,7,7,6,6,5
79,9,7,9,6,10,10,8,10,6
88,9,7,9,6,10,10,9,10,6
59,9,7,7,6,10,10,6,10,6
21,4,1,4,2,5,5,1,4,0
72,7,7,2,8,4,8,8,5,6
17,3,2,2,4,4,4,5,5,4
49,8,7,8,7,5,8,9,9,5
84,10,7,7,8,9,10,10,10,8
21,4,1,4,3,4,4,4,6,1
25,3,3,2,3,6,5,5,4,0
62,6,4,5,2,4,9,7,6,5
70,7,1,5,7,5,10,5,7,6
30,1,1,1,1,2,2,1,3,0
8,5,1,2,1,3,2,1,2,1
78,8,6,9,7,10,10,7,10,6
88,9,9,8,7,7,10,9,9,5
70,5,4,2,7,5,5,5,5,4
60,4,3,3,8,9,9,8,5,5
28,3,1,1,3,5,3,3,3,1
24,3,6,5,3,5,8,7,3,1
27,4,2,2,6,4,5,3,4,6
22,3,2,3,2,7,6,6,3,1
76,9,8,9,7,10,10,6,9,6
68,10,7,7,7,9,10,10,10,6
43,7,3,5,4,4,6,8,5,1
87,8,6,8,9,9,10,9,10,7
30,4,2,3,1,4,5,2,3,2
18,4,2,5,3,3,4,4,5,1
83,7,9,8,7,10,9,6,9,6
25,4,2,2,1,4,5,4,4,0
16,4,3,3,1,1,6,4,4,1
10,5,1,2,1,5,5,5,7,2
80,10,8,8,9,10,10,10,10,7
77,8,2,4,2,3,3,10,6,1
34,4,3,4,1,6,5,2,5,0
18,5,2,3,3,4,5,2,4,1
25,4,1,2,7,4,4,6,4,1
58,9,1,4,6,5,9,2,6,6
59,7,4,8,5,5,7,8,5,5
13,3,1,3,1,3,3,2,3,1
88,8,8,7,7,10,9,10,10,4
86,8,6,8,8,10,9,9,10,8
23,7,8,7,6,3,8,9,7,6
56,9,7,7,6,8,9,9,10,5
78,10,3,6,8,7,10,7,9,6
70,7,6,9,5,6,9,5,7,5
4,4,1,1,3,4,6,3,3,0
78,8,7,9,6,6,10,5,8,6
24,4,1,2,3,5,4,4,4,1
75,10,8,9,10,7,10,7,10,5
85,8,6,9,8,10,9,7,10,5
12,4,1,3,2,4,4,4,5,1
83,9,7,7,8,9,10,10,10,8
87,9,7,6,8,10,10,10,10,8
9,3,1,3,1,3,6,1,3,1
71,8,7,8,7,6,9,6,10,6
4,4,1,2,1,1,3,1,3,0
51,4,3,2,3,6,3,6,6,4
34,2,3,8,4,3,7,8,5,6
73,9,8,9,9,10,10,9,10,7
15,3,1,1,2,3,7,1,3,0
37,8,2,3,6,6,6,5,5,1
2,4,1,2,1,3,4,3,3,0
74,4,5,2,3,5,4,4,5,2
18,5,1,3,2,5,4,7,4,2
71,9,7,7,7,7,9,7,10,5
80,7,6,10,8,9,10,7,10,5
89,5,9,8,8,10,10,6,8,5
84,3,1,4,6,5,4,6,6,5
38,4,1,2,1,3,5,5,5,2
47,5,1,5,6,10,8,8,5,1
85,10,7,8,9,10,10,10,10,7
72,9,6,9,8,10,9,10,10,7
68,6,2,3,2,6,6,3,5,5
71,10,6,9,8,10,9,7,10,7
9,2,1,1,1,3,6,1,2,0
1,4,1,2,2,3,4,2,3,0
57,9,9,7,7,10,10,10,10,4
6,4,2,1,3,3,4,4,5,0
72,8,7,8,5,8,9,6,9,1
19,5,1,4,3,1,3,4,3,0
21,3,1,2,2,3,5,4,4,0
7,4,2,2,2,6,4,6,6,2
27,6,3,2,2,7,4,5,6,5
67,5,1,4,1,6,3,8,7,2
1,5,1,1,2,4,4,2,5,1
16,4,2,2,3,3,4,4,3,0
9,4,1,4,2,5,4,5,5,1
68,8,6,8,9,9,10,10,10,6
4,6,2,2,2,4,4,3,2,1
19,4,1,1,2,3,4,7,6,2
49,3,3,2,5,2,8,2,6,5
29,4,2,3,1,5,4,6,5,5
25,5,1,5,2,7,3,5,5,1
86,10,7,6,7,10,10,8,6,7
89,8,6,8,9,10,9,7,10,7
78,8,6,8,8,10,10,9,10,6
12,4,1,1,3,2,5,3,6,2
17,6,2,1,4,6,3,3,3,0
67,8,6,7,7,10,9,7,10,6
9,1,3,3,2,4,4,2,4,1
82,8,7,10,8,10,10,8,10,7
87,10,8,7,9,10,10,9,6,6
68,9,4,7,7,5,10,8,7,5
86,9,8,7,9,9,10,9,10,7
18,5,1,2,2,3,5,4,6,0
67,8,4,3,7,9,10,7,10,5
14,4,2,2,2,2,5,5,5,1
15,5,2,9,7,6,3,5,7,5
76,8,9,8,8,7,9,9,10,7
10,6,2,3,1,6,4,5,4,0
76,8,3,7,7,4,10,7,6,5
70,10,5,8,8,8,10,8,8,1
51,6,5,8,6,8,10,7,6,6
68,10,6,7,7,10,10,7,10,7
38,1,2,5,3,4,4,4,4,1
66,3,3,4,1,6,5,4,5,1
27,6,2,3,3,4,4,7,2,1
29,6,2,3,3,5,5,4,3,1
1,4,2,2,2,6,3,8,4,1
14,7,1,4,2,9,9,5,6,6
55,7,7,7,8,4,9,7,10,4
1,5,1,3,2,6,4,1,3,0
89,9,7,7,8,10,10,10,10,8
25,5,1,4,7,7,5,7,5,6
32,10,6,8,7,9,9,8,6,5
11,3,1,3,2,4,4,3,5,1
66,8,6,3,6,6,10,7,10,6
1,4,2,2,1,5,4,5,5,0
39,5,1,8,2,6,10,6,4,5
38,5,2,2,7,7,4,7,4,6
40,9,8,3,6,9,10,9,9,5
84,9,6,7,7,10,10,8,10,7
77,9,5,9,8,7,7,7,6,4
13,3,2,3,3,6,5,2,5,1
30,5,3,3,7,6,3,8,5,1
31,3,3,2,4,5,5,3,6,1
20,4,1,2,5,3,4,5,6,3
18,4,2,8,7,5,4,5,5,2
69,7,7,2,8,10,10,6,10,4
89,9,7,9,7,8,10,8,10,6
19,3,1,5,6,6,9,4,7,0
24,7,2,4,7,5,10,7,4,4
82,10,9,6,8,10,10,8,10,6
70,9,7,7,7,8,9,8,9,5
66,8,7,7,7,8,10,9,10,6
77,8,5,8,7,5,8,3,6,5
27,5,3,1,6,7,9,4,7,6
71,10,7,8,8,8,10,6,10,7
7,4,1,1,2,5,3,2,5,1
55,7,7,5,6,10,10,7,6,6
10,3,3,1,1,3,4,5,6,0
19,4,2,3,6,4,7,8,6,2
31,5,1,4,2,6,4,4,4,0
73,5,1,4,7,3,6,7,5,5
77,8,7,7,8,9,10,10,10,5
27,3,1,2,5,6,9,5,7,4
89,9,6,7,7,9,8,9,10,8
89,8,7,9,8,10,10,9,10,6
5,4,1,1,2,5,4,3,3,1
39,5,5,3,3,4,5,2,5,6
24,4,1,2,2,4,3,5,6,2
25,2,3,3,9,3,5,5,5,2
9,4,1,2,1,4,6,5,3,0
80,8,3,9,6,4,9,7,5,7
67,4,1,5,3,5,4,7,6,3
26,4,2,4,1,3,5,4,4,1
22,3,1,1,2,3,5,2,5,1
77,10,9,7,8,9,10,7,10,7
89,10,7,8,9,10,10,10,10,5
59,4,3,3,7,5,6,6,6,4
1,4,1,1,2,3,5,3,3,1
71,9,7,8,8,10,10,8,10,6
26,4,2,3,1,3,5,3,5,0
88,10,8,7,7,9,10,10,10,6
89,8,6,5,10,10,10,10,10,8
36,5,2,4,2,5,6,3,6,0
21,3,1,2,1,5,5,4,6,1
17,9,3,7,5,4,9,10,6,4
25,2,1,3,2,2,7,6,6,1
69,9,2,6,7,5,8,8,10,6
24,3,3,3,2,4,4,4,4,1
8,2,1,4,2,5,5,1,4,1
25,4,1,4,1,3,2,3,4,1
89,9,7,7,8,10,10,9,10,7
11,3,2,2,3,4,5,2,5,1
80,8,7,7,6,7,9,7,8,5
40,6,3,4,1,5,4,4,6,2
20,4,2,2,1,6,3,3,6,1
82,9,7,9,6,7,10,10,10,7
75,6,2,3,3,4,5,5,5,5
1,3,1,1,2,3,2,1,2,0
33,3,3,1,2,6,5,6,4,1
2,4,2,4,1,3,5,7,6,0
15,5,4,5,2,5,6,6,4,2
54,10,2,3,8,10,9,9,4,6
75,8,5,9,7,10,10,6,10,5
35,6,3,3,7,6,8,9,6,2
18,3,2,2,3,2,2,3,5,0
75,3,2,3,4,5,6,8,6,4
1,3,1,3,6,2,5,2,5,1
71,9,6,6,8,10,9,10,10,8
89,10,8,8,7,10,10,10,10,7
31,3,2,3,2,7,4,5,2,2
88,7,8,8,7,10,10,8,10,6
33,5,1,3,1,3,5,3,5,0
89,10,7,7,8,10,10,10,10,8
89,8,7,8,7,10,10,9,10,6
89,10,8,7,5,10,10,10,10,7
31,2,1,4,5,4,5,3,5,1
66,8,4,8,7,4,10,9,10,3
5,4,1,5,2,5,4,5,5,1
79,8,1,3,7,6,9,6,6,5
24,3,1,4,3,4,6,3,4,1
35,5,3,4,3,5,5,4,7,2
89,10,5,6,9,10,9,10,10,8
34,3,1,3,1,3,4,4,3,0
44,4,3,1,6,6,5,6,5,6
89,8,6,10,6,10,10,9,10,6
24,3,3,1,3,3,6,8,4,3
43,4,7,5,7,6,6,8,4,1
75,6,2,8,3,5,8,3,6,0
16,4,3,3,9,4,8,5,7,4
42,2,7,8,6,5,6,5,10,5
56,9,6,8,8,10,10,9,10,6
4,1,1,1,1,4,4,4,5,0
28,5,2,2,2,2,10,3,4,0
81,8,9,8,7,10,7,10,9,6
28,4,3,5,2,5,5,3,6,1
85,10,6,9,7,10,10,9,10,6
2,4,3,2,3,6,5,3,5,1
44,9,6,6,7,9,10,9,10,6
82,10,8,8,9,9,10,10,10,6
28,4,2,1,2,4,5,3,6,0
59,6,1,3,4,3,10,5,3,4
11,4,2,1,1,6,6,4,5,1
81,8,5,8,8,10,9,8,10,6
