Interface,UI-317,UI-318,UI-323,UI-324,UI-346,Usability Indicator
929,1,0,0,1,1,negative
930,0,1,0,1,0,negative
931,1,0,0,1,1,negative
932,1,1,0,1,0,negative
933,1,0,0,1,1,negative
934,1,1,0,1,0,negative
935,0,1,0,1,0,negative
936,1,1,0,1,0,negative
937,1,1,0,1,0,negative
938,0,1,0,1,1,negative
939,1,1,0,1,0,negative
940,0,1,0,1,0,negative
941,1,1,0,1,0,negative
942,0,1,0,1,0,negative
943,1,1,0,1,1,negative
944,1,0,0,1,1,negative
945,1,1,0,1,0,negative
946,1,1,0,1,1,negative
947,1,0,0,1,1,negative
948,1,1,0,1,1,positive
949,1,1,0,1,1,negative
950,1,1,0,1,0,negative
951,1,0,0,1,1,negative
952,1,1,0,1,0,negative
953,1,1,0,1,1,negative
954,1,1,0,1,0,negative
955,1,1,0,1,0,negative
956,1,1,0,1,0,negative
957,1,1,0,1,0,negative
958,1,1,0,1,0,negative
959,1,1,0,1,1,positive
960,1,1,0,1,0,negative
961,0,1,0,1,1,negative
962,1,1,0,1,0,negative
963,1,1,0,1,1,negative
964,1,0,0,1,1,negative
965,1,1,0,1,1,positive
966,1,0,0,1,0,negative
967,1,1,0,1,1,positive
968,1,1,0,1,0,negative
969,1,0,0,1,1,negative
970,0,1,0,1,0,negative
971,0,1,0,1,0,negative
972,0,0,0,1,1,negative
973,1,1,0,1,1,negative
974,1,1,0,1,0,negative
975,1,1,0,1,0,negative
976,1,0,0,1,1,negative
977,0,1,0,1,1,negative
978,1,0,0,1,1,positive
979,0,1,0,1,1,negative
980,1,1,0,1,1,positive
981,1,0,0,1,1,negative
982,1,1,0,1,0,negative
983,0,1,0,1,1,negative
984,1,0,0,1,1,positive
985,1,1,0,1,0,negative
986,1,1,0,1,1,negative
987,1,1,0,1,0,negative
988,0,1,0,1,1,negative
989,1,1,0,1,1,negative
990,0,1,0,1,1,negative
991,1,1,0,1,1,negative
992,1,1,0,1,0,negative
993,0,1,0,1,1,negative
994,1,0,0,1,1,negative
995,1,1,0,1,1,positive
996,1,1,0,1,1,negative
997,1,1,0,1,1,positive
998,1,0,0,1,1,negative
999,1,1,0,1,0,negative
1000,0,1,0,1,1,positive
1001,1,1,0,1,1,positive
1002,0,1,0,1,1,negative
1003,0,1,0,1,0,negative
1004,1,1,0,1,0,negative
1005,1,1,0,1,1,positive
1006,1,0,0,1,1,negative
1007,1,1,0,1,0,negative
1008,1,1,0,1,1,positive
1009,1,1,0,1,1,positive
1010,1,1,0,1,0,negative
1011,1,0,0,1,0,negative
1012,1,1,0,1,0,negative
1013,1,1,0,1,0,negative
1014,1,1,0,1,1,positive
1015,1,0,0,1,1,negative
1016,1,0,0,1,1,negative
1017,1,0,0,1,1,negative
1018,0,1,0,1,1,negative
1019,1,0,0,1,1,negative
1020,1,0,0,1,1,positive
1021,0,0,0,1,1,negative
1022,1,1,0,1,0,negative
1023,1,0,0,1,1,positive
1024,0,1,0,1,0,negative
1025,1,1,0,1,1,positive
1026,1,1,0,1,1,positive
1027,1,1,0,1,1,negative
1028,1,0,0,1,1,negative
1029,0,1,0,1,1,negative
1030,1,0,0,1,1,negative
1031,1,1,0,1,0,negative
1032,0,1,0,1,1,negative
1033,1,0,0,1,1,negative
1034,1,1,0,1,1,negative
1035,0,1,0,1,1,negative
1036,1,1,0,1,1,negative
1037,1,1,0,1,1,negative
1038,1,1,0,1,0,negative
1039,1,1,0,1,1,positive
1040,1,1,0,1,1,positive
1041,1,1,0,1,0,negative
1042,1,0,0,1,1,negative
1043,0,1,0,1,0,negative
1044,1,1,0,1,1,negative
1045,1,1,0,1,1,positive
1046,1,1,0,1,1,negative
1047,1,1,0,1,0,negative
1048,1,1,0,1,1,negative
1049,1,1,0,1,1,positive
1050,1,1,0,1,0,negative
1051,1,1,0,1,0,positive
1052,0,1,0,1,1,negative
1053,1,0,0,1,1,negative
1054,0,1,0,1,1,negative
1055,1,0,0,1,1,negative
1056,1,1,0,1,1,positive
1057,1,0,0,1,1,negative
1058,0,1,0,1,1,negative
1059,1,0,0,1,1,negative
1060,1,1,0,1,0,negative
1061,0,1,0,1,1,negative
1062,1,1,0,1,1,positive
1063,0,1,0,1,0,negative
1064,0,1,0,1,1,negative
1065,1,1,0,1,0,negative
1066,1,0,0,1,1,positive
1067,0,1,0,1,0,negative
1068,1,1,0,1,0,negative
1069,0,1,0,1,0,negative
1070,1,0,0,1,1,negative
1071,1,0,0,1,1,negative
1072,1,0,0,1,1,positive
1073,1,0,0,1,1,negative
1074,1,0,0,1,1,positive
1075,0,1,0,1,0,negative
1076,1,1,0,1,0,negative
1077,1,0,0,1,1,positive
1078,1,1,0,1,1,positive
1079,0,1,0,1,1,negative
1080,1,1,0,1,0,negative
1081,1,1,0,1,0,negative
1082,1,1,0,1,0,negative
1083,1,1,0,1,0,negative
1084,1,1,0,1,0,negative
1085,1,1,0,1,0,negative
1086,1,1,0,1,1,positive
1087,1,1,0,1,0,negative
1088,1,1,0,1,1,positive
1089,1,1,0,1,0,negative
1090,1,1,0,1,0,negative
1091,1,0,0,1,1,negative
1092,1,1,0,1,0,negative
1093,1,0,0,1,1,positive
1094,0,1,0,1,1,negative
1095,1,1,0,1,1,positive
1096,1,1,0,1,1,positive
1097,1,1,0,1,0,negative
1098,0,1,0,1,1,positive
1099,1,0,0,1,1,negative
1100,1,1,0,1,1,negative
1101,0,1,0,1,1,positive
1102,1,1,0,1,0,negative
1103,1,0,0,1,1,positive
1104,1,1,0,1,0,negative
1105,0,1,0,1,1,negative
1106,1,0,0,1,1,negative
1107,0,1,0,1,1,negative
1108,1,1,0,1,0,negative
1109,1,1,0,1,1,negative
1110,1,0,0,1,1,negative
1111,1,1,0,1,0,negative
1112,1,0,0,1,1,negative
1113,1,1,0,1,0,negative
1114,1,1,0,1,1,negative
1115,1,0,0,1,1,negative
1116,1,1,0,1,0,negative
1117,1,1,0,1,0,negative
1118,0,1,0,1,1,negative
1119,1,1,0,1,0,negative
1120,1,1,0,1,1,negative
1121,1,1,0,1,1,negative
1122,1,1,0,1,0,negative
1123,1,1,0,1,0,negative
1124,1,1,0,1,1,negative
1125,1,1,0,1,0,negative
1126,1,0,0,1,1,negative
1127,1,0,0,1,1,positive
1128,0,1,0,1,1,negative
1129,1,1,0,1,0,negative
1130,0,1,0,1,1,negative
1131,1,1,0,1,0,negative
1132,1,1,0,1,0,negative
1133,1,0,0,1,1,negative
1134,1,1,0,1,1,negative
1135,1,1,0,1,0,negative
1136,1,1,0,1,1,positive
1137,1,1,0,1,0,negative
1138,1,1,0,1,1,negative
1139,0,1,0,1,1,negative
1140,1,1,0,1,0,negative
1141,1,1,0,1,0,negative
1142,1,0,0,1,1,positive
1143,1,1,0,1,0,negative
1144,1,0,0,1,1,negative
1145,1,1,0,1,0,negative
1146,1,1,0,1,1,negative
1147,1,0,0,1,1,negative
1148,1,1,0,1,0,negative
1149,1,1,0,1,0,negative
1150,1,1,0,1,0,negative
1151,1,1,0,1,1,positive
1152,1,1,0,1,0,negative
1153,1,1,0,1,0,negative
1154,1,1,0,1,0,negative
1155,0,1,0,1,1,negative
1156,1,1,0,1,0,negative
1157,0,1,0,1,1,positive
1158,0,1,0,1,1,negative
1159,1,1,0,1,1,negative
1160,1,1,0,1,1,negative
1161,1,0,0,1,1,negative
1162,1,0,0,1,1,positive
1163,1,1,0,1,0,positive
1164,1,1,0,1,0,negative
1165,0,1,0,1,1,negative
1166,0,1,0,1,1,negative
1167,0,1,0,1,1,negative
1168,1,0,0,1,1,negative
1169,1,1,0,1,0,negative
1170,1,1,0,1,0,positive
1171,1,0,0,1,1,negative
1172,1,0,0,1,1,positive
1173,1,0,0,1,1,positive
1174,1,0,0,1,1,positive
1175,1,1,0,1,0,negative
1176,1,1,0,1,0,negative
1177,0,1,0,1,0,negative
1178,0,1,0,1,1,positive
1179,1,1,0,1,1,positive
1180,1,1,0,1,1,positive
1181,1,1,0,1,1,negative
1182,0,1,0,1,1,negative
1183,1,1,0,1,0,positive
1184,0,1,0,1,1,positive
1185,1,1,0,1,0,negative
1186,1,1,0,1,0,negative
1187,1,1,0,1,1,positive
1188,1,1,0,1,0,negative
1189,1,1,0,1,1,positive
1190,1,0,0,1,1,negative
1191,0,1,0,1,1,negative
1192,1,1,0,1,1,positive
1193,1,1,0,1,1,negative
1194,1,1,0,1,1,negative
1195,1,1,0,1,0,negative
1196,1,0,0,1,1,negative
1197,1,1,0,1,0,negative
1198,1,1,0,1,1,negative
1199,1,1,0,1,0,negative
1200,0,1,0,1,1,negative
1201,1,1,0,1,1,negative
1202,1,1,0,1,1,negative
1203,1,1,0,1,1,negative
1204,1,1,0,1,1,negative
1205,0,1,0,1,0,negative
1206,1,1,0,1,0,negative
1207,1,0,0,1,1,negative
1208,1,1,0,1,1,negative
1209,0,1,0,1,1,negative
1210,0,1,0,1,1,negative
1211,0,1,0,1,1,negative
1212,0,1,0,1,1,negative
1213,1,1,0,1,1,positive
1214,1,1,0,1,1,positive
1215,1,1,0,1,0,negative
1216,1,0,0,1,1,negative
1217,1,1,0,1,0,negative
1218,1,1,0,1,1,negative
1219,0,1,0,1,1,negative
1220,1,1,0,1,1,negative
1221,1,0,0,1,1,negative
1222,1,1,0,1,1,positive
1223,1,0,0,1,1,positive
1224,1,0,0,1,1,negative
1225,0,1,0,1,0,negative
1226,1,1,0,1,0,negative
1227,1,1,0,1,0,negative
1228,1,0,0,1,1,positive
1229,1,1,0,1,0,negative
1230,1,0,0,1,1,negative
1231,0,1,0,1,1,negative
1232,1,1,0,1,1,negative
1233,0,1,0,1,0,negative
1234,1,0,0,1,1,negative
1235,1,0,0,1,1,negative
1236,1,1,0,1,0,negative
1237,1,1,0,1,0,negative
1238,0,1,0,1,0,negative
1239,1,0,0,1,1,negative
1240,1,1,0,1,1,positive
1241,1,1,0,1,0,negative
1242,1,1,0,1,1,negative
1243,1,0,0,1,1,positive
1244,1,1,0,1,1,positive
1245,0,1,0,1,0,negative
1246,1,1,0,1,0,negative
1247,1,0,0,1,1,positive
1248,1,1,0,1,1,positive
1249,1,1,0,1,1,negative
1250,1,1,0,1,0,negative
1251,1,1,0,1,0,negative
1252,1,1,0,1,1,positive
1253,1,1,0,1,0,negative
1254,1,1,0,1,0,negative
1255,1,1,0,1,1,positive
1256,1,1,0,1,1,negative
1257,1,0,0,1,1,negative
1258,1,1,0,1,0,negative
1259,0,1,0,1,1,negative
1260,1,1,0,1,0,negative
1261,0,1,0,1,1,negative
1262,1,1,0,1,0,negative
1263,0,1,0,1,1,negative
1264,1,1,0,1,0,negative
1265,1,1,0,1,0,negative
1266,1,1,0,1,1,positive
1267,0,1,0,1,1,negative
1268,1,1,0,1,0,negative
1269,1,1,0,1,0,negative
1270,1,1,0,1,1,negative
1271,1,1,0,1,0,positive
1272,1,1,0,1,1,negative
1273,1,1,0,1,1,negative
1274,1,1,0,1,0,negative
1275,1,1,0,1,0,negative
1276,1,1,0,1,1,negative
1277,1,0,0,1,1,negative
1278,1,0,0,1,1,negative
1279,1,1,0,1,0,negative
1280,0,0,0,1,1,positive
1281,1,1,0,1,1,positive
1282,1,1,0,1,1,positive
1283,1,1,0,1,0,negative
1284,1,0,0,1,1,negative
1285,0,1,0,1,1,negative
1286,1,1,0,1,1,positive
1287,1,0,0,1,1,positive
1288,1,0,0,1,1,negative
1289,1,1,0,1,0,negative
1290,0,1,0,1,0,negative
1291,1,1,0,1,1,positive
1292,1,1,0,1,0,negative
1293,1,1,0,1,0,negative
1294,1,1,0,1,0,negative
1295,1,0,0,1,1,positive
1296,1,1,0,1,1,negative
1297,1,1,0,1,0,negative
1298,1,1,0,1,0,negative
1299,1,1,0,1,0,negative
1300,1,0,0,1,1,negative
1301,1,0,0,1,1,negative
1302,1,0,0,1,1,negative
1303,1,1,0,1,1,positive
1304,1,0,0,1,1,positive
1305,1,1,0,1,0,negative
1306,0,1,0,1,1,negative
1307,1,1,0,1,0,positive
1308,1,1,0,1,0,negative
1309,1,1,0,1,0,negative
1310,1,0,0,1,1,negative
1311,0,1,0,1,0,negative
1312,1,0,0,1,1,negative
1313,1,1,0,1,0,negative
1314,0,0,0,1,1,negative
1315,1,0,0,1,1,negative
1316,0,1,0,1,0,positive
1317,1,1,0,1,1,positive
1318,1,1,0,1,0,negative
1319,0,1,0,1,0,negative
1320,1,1,0,1,1,positive
1321,1,1,0,1,1,negative
1322,1,1,0,1,0,negative
1323,0,1,0,1,0,negative
1324,1,1,0,1,1,negative
1325,1,0,0,1,1,negative
1326,1,0,0,1,1,negative
1327,1,1,0,1,1,negative
1328,1,0,0,1,1,negative
1329,0,1,0,1,1,negative
1330,1,0,0,1,1,negative
1331,1,1,0,1,1,negative
1332,1,0,0,1,1,negative
1333,1,1,0,1,0,negative
1334,1,1,0,1,0,negative
1335,1,1,0,1,1,negative
1336,1,0,0,1,1,negative
1337,1,1,0,1,1,negative
1338,1,1,0,1,0,negative
1339,0,1,0,1,1,negative
1340,1,1,0,1,0,negative
1341,1,1,0,1,1,negative
1342,0,1,0,1,1,negative
1343,1,0,0,1,1,negative
1344,1,1,0,1,0,negative
1345,1,0,0,1,1,negative
1346,1,1,0,1,0,negative
1347,1,1,0,1,1,negative
1348,0,1,0,1,1,positive
1349,1,1,0,1,0,negative
1350,1,1,0,1,0,negative
1351,1,1,0,1,1,negative
1352,1,0,0,1,1,negative
1353,1,1,0,1,1,positive
1354,0,1,0,1,0,negative
1355,1,0,0,1,1,negative
1356,1,1,0,1,1,negative
1357,1,1,0,1,0,negative
1358,1,1,0,1,1,positive
1359,1,0,0,1,1,positive
1360,1,0,0,1,1,negative
1361,1,0,0,1,1,negative
1362,1,1,0,1,0,negative
1363,0,1,0,1,1,negative
1364,1,0,0,1,1,negative
1365,1,1,0,1,0,negative
1366,1,1,0,1,0,negative
1367,1,1,0,1,1,negative
1368,1,0,0,1,1,positive
1369,1,1,0,1,1,negative
1370,1,1,0,1,0,negative
1371,0,1,0,1,1,negative
1372,0,1,0,1,1,positive
1373,0,1,0,1,1,negative
1374,0,1,0,1,1,negative
1375,1,1,0,1,1,negative
1376,1,1,0,1,0,negative
1377,0,1,0,1,0,negative
1378,1,1,0,1,1,negative
1379,1,1,0,1,1,negative
1380,1,1,0,1,1,negative
1381,1,1,0,1,1,positive
1382,1,1,0,1,1,negative
1383,1,0,0,1,1,negative
1384,1,1,0,1,1,negative
1385,1,1,0,1,1,positive
1386,1,1,0,1,0,negative
1387,1,0,0,1,1,negative
1388,1,1,0,1,0,positive
1389,1,1,0,1,0,negative
1390,1,1,0,1,1,positive
1391,0,1,0,1,1,negative
1392,1,0,0,1,1,negative
1393,0,1,0,1,1,negative
1394,0,1,0,1,0,negative
1395,1,0,0,1,1,negative
1396,1,0,0,1,1,negative
1397,1,1,0,1,0,negative
1398,1,0,0,1,1,negative
1399,1,1,0,1,0,positive
1400,1,1,0,1,1,negative
1401,1,1,0,1,0,negative
1402,1,1,0,1,1,negative
1403,1,1,0,1,0,positive
1404,1,1,0,1,0,negative
1405,1,1,0,1,0,negative
1406,1,1,0,1,0,negative
1407,1,1,0,1,1,positive
1408,1,1,0,1,0,negative
1409,1,1,0,1,1,negative
1410,1,1,0,1,1,negative
1411,1,1,0,1,0,negative
1412,1,1,0,1,0,negative
1413,1,1,0,1,1,negative
1414,0,1,0,1,0,negative
1415,0,1,0,1,1,negative
1416,1,1,0,1,1,positive
1417,0,1,0,1,1,negative
1418,1,0,0,1,1,negative
1419,1,1,0,1,0,negative
1420,0,1,0,1,0,negative
1421,0,1,0,1,1,positive
1422,1,1,0,1,0,negative
1423,1,1,0,1,1,negative
1424,1,0,0,1,1,negative
1425,0,1,0,1,1,negative
1426,1,1,0,1,1,negative
1427,0,1,0,1,0,negative
1428,1,1,0,1,1,positive
1429,0,1,0,1,1,negative
1430,1,1,0,1,0,negative
1431,1,1,0,1,1,negative
1432,1,1,0,1,1,negative
1433,1,1,0,1,0,negative
1434,1,1,0,1,1,positive
1435,1,1,0,1,0,negative
1436,1,1,0,1,0,negative
1437,1,1,0,1,1,positive
1438,1,0,0,1,1,negative
1439,1,1,0,1,1,negative
1440,1,1,0,1,0,negative
1441,1,0,0,1,1,negative
1442,0,1,0,1,0,negative
1443,1,1,0,1,0,negative
1444,1,1,0,1,0,negative
1445,0,1,0,1,1,negative
1446,0,1,0,1,1,negative
1447,1,1,0,1,1,negative
1448,1,1,0,1,1,positive
1449,0,1,0,1,0,positive
1450,1,1,0,1,1,positive
1451,0,1,0,1,0,negative
1452,0,1,0,1,0,negative
1453,1,1,0,1,0,negative
1454,0,1,0,1,1,negative
1455,1,1,0,1,0,negative
1456,1,0,0,1,1,positive
1457,1,1,0,1,0,negative
1458,1,0,0,1,1,negative
1459,1,1,0,1,1,negative
1460,1,1,0,1,0,negative
1461,1,1,0,1,0,negative
1462,1,1,0,1,1,negative
1463,0,1,0,1,1,negative
1464,0,1,0,1,0,negative
1465,1,1,0,1,0,positive
1466,1,0,0,1,1,negative
1467,1,0,0,1,1,negative
1468,1,1,0,1,1,negative
1469,0,1,0,1,1,negative
1470,1,1,0,1,0,positive
1471,1,1,0,1,1,negative
1472,1,0,0,1,1,negative
1473,1,0,0,1,1,negative
1474,1,0,0,1,1,positive
1475,1,1,0,1,1,positive
1476,1,1,0,1,1,negative
1477,0,1,0,1,1,negative
1478,1,0,0,1,1,negative
1479,1,0,0,1,1,negative
1480,1,1,0,1,1,positive
1481,1,1,0,1,1,positive
1482,1,1,0,1,1,negative
1483,1,1,0,1,0,negative
1484,1,1,0,1,0,negative
1485,0,1,0,1,1,negative
1486,0,1,0,1,1,negative
1487,1,1,0,1,0,negative
1488,1,1,0,1,0,negative
1489,0,1,0,1,1,negative
1490,1,0,0,1,1,positive
1491,1,1,0,1,1,negative
1492,1,0,0,1,1,positive
1493,0,1,0,1,1,positive
1494,0,1,0,1,1,negative
1495,1,1,0,1,0,negative
1496,0,1,0,1,1,negative
1497,1,1,0,1,1,positive
1498,1,0,0,1,0,negative
1499,1,0,0,1,1,negative
1500,1,0,0,1,1,negative
1501,1,1,0,1,1,positive
1502,0,1,0,1,0,negative
1503,1,1,0,1,1,positive
1504,0,1,0,1,1,negative
1505,1,1,0,1,0,negative
1506,1,1,0,1,1,negative
1507,1,1,0,1,1,negative
1508,1,1,0,1,0,negative
1509,1,1,0,1,0,negative
1510,1,1,0,1,0,negative
1511,1,1,0,1,1,negative
1512,1,1,0,1,0,negative
1513,1,1,0,1,0,negative
1514,1,1,0,1,1,negative
1515,0,1,0,1,1,negative
1516,1,1,0,1,0,negative
1517,0,1,0,1,1,positive
1518,1,0,0,1,1,negative
1519,1,0,0,1,1,negative
1520,1,1,0,1,0,negative
1521,1,1,0,1,0,negative
1522,1,1,0,1,0,negative
1523,1,1,0,1,0,positive
1524,1,1,0,1,1,positive
1525,1,1,0,1,0,negative
1526,1,1,0,1,1,positive
1527,1,0,0,1,1,negative
1528,1,1,0,1,0,negative
1529,1,1,0,1,1,negative
1530,1,1,0,1,0,negative
1531,1,1,0,1,1,negative
1532,1,1,0,1,1,positive
1533,1,0,0,1,1,negative
1534,1,1,0,1,0,negative
1535,1,1,0,1,0,negative
1536,1,1,0,1,0,positive
1537,1,1,0,1,0,negative
1538,1,1,0,1,1,negative
1539,1,1,0,1,0,positive
1540,1,1,0,1,0,negative
1541,1,1,0,1,0,negative
1542,1,1,0,1,0,negative
1543,0,1,0,1,0,negative
1544,1,1,0,1,1,negative
1545,1,1,0,1,0,positive
1546,1,0,0,1,1,negative
1547,1,1,0,1,0,positive
1548,0,1,0,1,1,negative
1549,0,1,0,1,0,negative
1550,0,1,0,1,1,positive
1551,0,1,0,1,1,positive
1552,0,1,0,1,0,negative
1553,1,1,0,1,1,negative
1554,1,1,0,1,1,positive
1555,1,1,0,1,1,negative
1556,0,1,0,1,1,negative
1557,0,1,0,1,1,negative
1558,1,0,0,1,1,negative
1559,1,1,0,1,0,negative
1560,1,1,0,1,1,negative
1561,1,0,0,1,1,negative
1562,1,1,0,1,1,negative
1563,1,0,0,1,1,positive
1564,1,0,0,1,1,negative
1565,1,1,0,1,0,negative
1566,1,1,0,1,1,positive
1567,1,0,0,1,1,positive
1568,1,0,0,1,1,positive
1569,1,1,0,1,0,negative
1570,1,1,0,1,1,negative
1571,1,1,0,1,0,negative
1572,1,1,0,1,1,positive
1573,0,1,0,1,1,negative
1574,0,1,0,1,0,negative
1575,1,1,0,1,1,positive
1576,1,1,0,1,0,negative
1577,1,1,0,1,1,negative
1578,1,1,0,1,0,negative
1579,1,1,0,1,1,negative
1580,1,1,0,1,1,negative
1581,1,0,0,1,1,negative
1582,1,1,0,1,1,negative
1583,0,1,0,1,1,negative
1584,1,1,0,1,0,negative
1585,1,1,0,1,1,negative
1586,1,1,0,1,0,negative
1587,1,1,0,1,0,negative
1588,0,1,0,1,1,negative
1589,1,1,0,1,1,positive
1590,0,1,0,1,1,positive
1591,1,1,0,1,1,negative
1592,1,0,0,1,1,negative
1593,1,0,0,1,1,negative
1594,1,1,0,1,1,negative
1595,1,1,0,1,0,negative
1596,1,0,0,1,1,positive
1597,1,0,0,1,1,negative
1598,1,1,0,1,1,positive
1599,1,0,0,1,1,negative
1600,1,0,0,1,0,negative
1601,1,1,0,1,1,positive
1602,0,1,0,1,0,negative
1603,1,1,0,1,0,negative
1604,1,0,0,1,1,negative
1605,0,1,0,1,0,negative
1606,1,1,0,1,0,negative
1607,1,1,0,1,1,negative
1608,1,0,0,1,1,negative
1609,1,1,0,1,1,negative
1610,1,0,0,1,1,positive
1611,1,1,0,1,1,negative
1612,1,1,0,1,0,negative
1613,1,1,0,1,0,negative
1614,1,1,0,1,0,negative
1615,0,1,0,1,1,negative
1616,1,0,0,1,1,positive
1617,1,0,0,1,1,negative
1618,0,1,0,1,1,negative
1619,1,1,0,1,0,positive
1620,1,1,0,1,1,positive
1621,1,0,0,1,1,negative
1622,1,1,0,1,1,negative
1623,1,0,0,1,1,positive
1624,1,1,0,1,0,negative
1625,0,1,0,1,1,negative
1626,0,1,0,1,1,negative
1627,1,1,0,1,0,negative
1628,1,1,0,1,1,negative
1629,1,1,0,1,1,negative
1630,1,1,0,1,1,negative
1631,1,1,0,1,0,positive
1632,1,1,0,1,1,negative
1633,1,0,0,1,1,negative
1634,1,0,0,1,1,negative
1635,1,1,0,1,1,negative
1636,1,1,0,1,1,negative
1637,1,0,0,1,1,negative
1638,1,1,0,1,1,positive
1639,0,1,0,1,0,negative
1640,1,0,0,1,1,positive
1641,1,1,0,1,1,negative
1642,1,0,0,1,1,negative
1643,1,0,0,1,1,positive
1644,1,1,0,1,1,positive
1645,0,1,0,1,1,negative
1646,1,1,0,1,0,negative
1647,1,1,0,1,0,negative
1648,1,1,0,1,1,negative
1649,0,1,0,1,1,negative
1650,1,0,0,1,1,negative
1651,1,0,0,1,1,positive
1652,1,1,0,1,1,negative
1653,1,0,0,1,1,negative
1654,1,1,0,1,0,negative
1655,1,1,0,1,1,positive
1656,1,0,0,1,1,positive
1657,1,1,0,1,0,negative
1658,0,1,0,1,1,negative
1659,0,1,0,1,1,negative
1660,0,1,0,1,1,positive
1661,1,1,0,1,0,negative
1662,1,1,0,1,0,negative
1663,1,1,0,1,1,negative
1664,1,1,0,1,0,negative
1665,1,1,0,1,0,negative
1666,1,1,0,1,0,positive
1667,1,1,0,1,0,negative
1668,1,1,0,1,0,negative
1669,1,1,0,1,1,positive
1670,1,1,0,1,0,positive
1671,1,0,0,1,1,positive
1672,1,0,0,1,1,negative
1673,1,0,0,1,1,positive
1674,1,1,0,1,0,negative
1675,0,1,0,1,0,negative
1676,1,1,0,1,0,negative
1677,1,1,0,1,0,negative
1678,1,1,0,1,0,negative
1679,1,1,0,1,1,negative
1680,1,1,0,1,1,negative
1681,1,1,0,1,0,negative
1682,0,1,0,1,0,positive
1683,1,1,0,1,1,negative
1684,1,0,0,1,1,negative
1685,1,1,0,1,1,positive
1686,1,0,0,1,1,negative
1687,1,1,0,1,0,negative
1688,1,1,0,1,0,negative
1689,1,0,0,1,1,negative
1690,0,1,0,1,1,negative
1691,1,0,0,1,1,negative
1692,1,0,0,1,1,negative
1693,1,0,0,1,1,negative
1694,1,1,0,1,1,positive
1695,1,1,0,1,0,negative
1696,1,1,0,1,0,negative
1697,1,1,0,1,1,negative
1698,1,1,0,1,1,positive
1699,1,0,0,1,1,negative
1700,0,1,0,1,1,negative
1701,1,1,0,1,1,negative
1702,1,1,0,1,1,positive
1703,1,1,0,1,1,negative
1704,1,1,0,1,1,negative
1705,0,1,0,1,0,negative
1706,1,1,0,1,0,negative
1707,1,0,0,1,0,negative
1708,1,1,0,1,1,positive
1709,0,1,0,1,0,negative
1710,1,1,0,1,0,negative
1711,1,1,0,1,1,positive
1712,1,1,0,1,1,negative
1713,1,1,0,1,1,negative
1714,0,1,0,1,1,negative
1715,1,0,0,1,1,positive
1716,1,0,0,1,1,negative
1717,1,0,0,1,1,negative
1718,1,0,0,1,1,negative
1719,1,1,0,1,0,negative
1720,0,1,0,1,1,negative
1721,1,1,0,1,0,negative
1722,1,1,0,1,1,negative
1723,1,0,0,1,1,positive
1724,1,1,0,1,0,negative
1725,1,1,0,1,0,negative
1726,0,1,0,1,1,positive
1727,1,1,0,1,0,negative
1728,1,1,0,1,0,positive
1729,1,1,0,1,0,negative
1730,0,1,0,1,1,negative
1731,0,1,0,1,1,negative
1732,1,1,0,1,0,negative
1733,1,0,0,1,1,negative
1734,1,1,0,1,1,negative
1735,1,1,0,1,1,positive
1736,1,1,0,1,0,negative
1737,1,1,0,1,1,positive
1738,1,1,0,1,1,negative
1739,1,1,0,1,0,negative
1740,1,1,0,1,0,positive
1741,1,1,0,1,1,negative
1742,1,0,0,1,1,negative
1743,0,1,0,1,0,negative
1744,0,1,0,1,1,negative
1745,1,1,0,1,1,negative
1746,1,1,0,1,1,negative
1747,1,1,0,1,0,positive
1748,1,0,0,1,1,positive
1749,1,1,0,1,1,positive
1750,1,1,0,1,1,negative
1751,1,1,0,1,1,negative
1752,1,1,0,1,1,negative
1753,1,0,0,1,1,negative
1754,1,1,0,1,0,negative
1755,1,1,0,1,0,negative
1756,0,1,0,1,0,negative
1757,1,1,0,1,1,negative
1758,1,0,0,1,1,negative
1759,1,1,0,1,1,positive
1760,1,1,0,1,0,negative
1761,0,1,0,1,0,negative
1762,1,0,0,1,1,positive
1763,1,1,0,1,0,negative
1764,1,0,0,1,1,negative
1765,1,1,0,1,1,positive
1766,1,0,0,1,1,positive
1767,0,1,0,1,1,negative
1768,1,1,0,1,0,negative
1769,1,1,0,1,0,negative
1770,1,0,0,1,1,positive
1771,1,1,0,1,0,negative
1772,1,1,0,1,1,positive
1773,0,1,0,1,0,negative
1774,1,1,0,1,0,negative
1775,1,1,0,1,0,negative
1776,1,0,0,1,1,positive
1777,0,1,0,1,1,negative
1778,1,1,0,1,1,negative
1779,1,1,0,1,1,positive
1780,1,1,0,1,1,negative
1781,1,0,0,1,1,negative
1782,0,1,0,1,1,negative
1783,1,1,0,1,0,positive
1784,1,0,0,1,1,negative
1785,1,1,0,1,1,positive
1786,1,1,0,1,1,positive
1787,0,1,0,1,1,negative
1788,0,1,0,1,0,negative
1789,0,1,0,1,1,positive
1790,0,1,0,1,1,negative
1791,1,1,0,1,0,negative
1792,0,1,0,1,1,negative
1793,0,1,0,1,1,negative
1794,1,1,0,1,0,positive
1795,1,1,0,1,1,positive
1796,1,1,0,1,0,negative
1797,0,1,0,1,1,negative
1798,1,0,0,1,1,negative
1799,1,0,0,1,0,negative
1800,0,1,0,1,0,negative
1801,1,1,0,1,1,positive
1802,1,1,0,1,0,negative
1803,1,0,0,1,1,negative
1804,1,1,0,1,1,negative
1805,1,0,0,1,1,negative
