Interface;UI-317;UI-318;UI-323;UI-324;UI-346;Usability Indicator;Unnamed: 7
37;0;1;0;1;1;negative;
71;1;1;0;1;0;negative;
100;1;0;0;1;1;negative;
29;1;1;0;1;0;negative;
25;1;1;0;1;1;negative;
34;1;1;0;1;0;negative;
17;1;1;0;1;1;positive;
77;1;0;0;1;1;positive;
86;1;1;0;1;1;positive;
38;1;1;0;1;1;negative;
74;1;1;0;1;0;negative;
40;0;1;0;1;1;negative;
77;1;1;0;1;0;negative;
44;1;1;0;1;0;negative;
24;1;1;0;1;1;positive;
71;0;1;0;1;1;positive;
39;1;1;0;1;0;negative;
38;1;0;0;1;1;negative;
42;1;1;0;1;1;negative;
33;1;1;0;1;1;positive;
71;1;1;0;1;0;negative;
89;1;0;0;1;1;negative;
78;1;1;0;1;1;negative;
85;0;1;0;1;1;negative;
53;1;0;0;1;1;negative;
13;1;1;0;1;1;negative;
95;0;1;0;1;1;negative;
34;1;1;0;1;1;positive;
28;1;1;0;1;1;positive;
19;1;1;0;1;0;negative;
37;1;1;0;1;0;negative;
11;0;1;0;1;1;negative;
50;1;1;0;1;0;negative;
39;1;1;0;1;1;negative;
55;1;1;0;1;1;positive;
56;1;0;0;1;1;negative;
31;0;1;0;1;0;negative;
92;1;0;0;1;1;negative;
92;1;1;0;1;0;negative;
38;1;1;0;1;1;negative;
51;1;0;0;1;1;negative;
33;1;1;0;1;1;positive;
65;0;1;0;1;0;positive;
68;1;1;0;1;1;positive;
33;1;1;0;1;0;negative;
99;1;1;0;1;0;positive;
100;0;1;0;1;1;negative;
48;1;0;0;1;1;negative;
26;1;1;0;1;1;positive;
30;1;1;0;1;0;negative;
74;1;1;0;1;0;negative;
36;1;1;0;1;0;negative;
86;1;1;0;1;1;positive;
15;1;1;0;1;1;positive;
93;1;0;0;1;1;negative;
12;1;1;0;1;1;negative;
22;0;1;0;1;1;negative;
31;1;1;0;1;0;negative;
100;1;0;0;1;1;negative;
45;1;0;0;1;1;negative;
41;0;1;0;1;0;negative;
22;1;0;0;1;1;negative;
75;1;1;0;1;0;negative;
41;1;0;0;1;1;negative;
61;1;1;0;1;0;negative;
21;0;1;0;1;0;negative;
52;1;1;0;1;0;negative;
20;1;1;0;1;0;negative;
29;0;1;0;1;1;negative;
26;1;1;0;1;0;negative;
69;0;1;0;1;0;negative;
23;1;1;0;1;0;negative;
47;0;1;0;1;0;negative;
81;1;1;0;1;1;negative;
33;1;0;0;1;1;negative;
22;1;1;0;1;0;negative;
46;1;1;0;1;1;negative;
58;1;0;0;1;1;negative;
86;1;1;0;1;1;positive;
68;1;1;0;1;1;negative;
31;1;1;0;1;0;negative;
100;1;0;0;1;1;negative;
72;1;1;0;1;0;negative;
31;1;1;0;1;1;negative;
84;1;1;0;1;0;negative;
29;1;1;0;1;0;negative;
78;1;1;0;1;0;negative;
20;1;1;0;1;0;negative;
38;1;1;0;1;0;negative;
32;1;1;0;1;1;positive;
37;1;1;0;1;0;negative;
51;0;1;0;1;1;negative;
98;1;1;0;1;0;negative;
31;1;1;0;1;1;negative;
47;1;0;0;1;1;negative;
54;1;1;0;1;1;positive;
100;1;0;0;1;0;negative;
86;1;1;0;1;1;positive;
31;1;1;0;1;0;negative;
89;1;0;0;1;1;negative;
17;0;1;0;1;0;negative;
29;0;1;0;1;0;negative;
87;0;0;0;1;1;negative;
63;1;1;0;1;1;negative;
12;1;1;0;1;0;negative;
71;1;1;0;1;0;negative;
62;1;0;0;1;1;negative;
43;0;1;0;1;1;negative;
32;1;0;0;1;1;positive;
62;0;1;0;1;1;negative;
97;1;1;0;1;1;positive;
87;1;0;0;1;1;negative;
40;1;1;0;1;0;negative;
79;0;1;0;1;1;negative;
81;1;0;0;1;1;positive;
77;1;1;0;1;0;negative;
11;1;1;0;1;1;negative;
4;1;1;0;1;0;negative;
42;0;1;0;1;1;negative;
52;1;1;0;1;1;negative;
16;0;1;0;1;1;negative;
34;1;1;0;1;1;negative;
40;1;1;0;1;0;negative;
17;0;1;0;1;1;negative;
63;1;0;0;1;1;negative;
32;1;1;0;1;1;positive;
26;1;1;0;1;1;negative;
98;1;1;0;1;1;positive;
33;1;0;0;1;1;negative;
51;1;1;0;1;0;negative;
28;0;1;0;1;1;positive;
35;1;1;0;1;1;positive;
36;0;1;0;1;1;negative;
25;0;1;0;1;0;negative;
32;1;1;0;1;0;negative;
64;1;1;0;1;1;positive;
95;1;0;0;1;1;negative;
84;1;1;0;1;0;negative;
94;1;1;0;1;1;positive;
56;1;1;0;1;1;positive;
31;1;1;0;1;0;negative;
77;1;0;0;1;0;negative;
72;1;1;0;1;0;negative;
14;1;1;0;1;0;negative;
34;1;1;0;1;1;positive;
80;1;0;0;1;1;negative;
38;1;0;0;1;1;negative;
50;1;0;0;1;1;negative;
34;0;1;0;1;1;negative;
80;1;0;0;1;1;negative;
100;1;0;0;1;1;positive;
76;0;0;0;1;1;negative;
83;1;1;0;1;0;negative;
53;1;0;0;1;1;positive;
25;0;1;0;1;0;negative;
33;1;1;0;1;1;positive;
27;1;1;0;1;1;positive;
43;1;1;0;1;1;negative;
42;1;0;0;1;1;negative;
34;0;1;0;1;1;negative;
100;1;0;0;1;1;negative;
27;1;1;0;1;0;negative;
79;0;1;0;1;1;negative;
37;1;0;0;1;1;negative;
25;1;1;0;1;1;negative;
28;0;1;0;1;1;negative;
13;1;1;0;1;1;negative;
50;1;1;0;1;1;negative;
91;1;1;0;1;0;negative;
34;1;1;0;1;1;positive;
24;1;1;0;1;1;positive;
71;1;1;0;1;0;negative;
85;1;0;0;1;1;negative;
12;0;1;0;1;0;negative;
77;1;1;0;1;1;negative;
26;1;1;0;1;1;positive;
39;1;1;0;1;1;negative;
8;1;1;0;1;0;negative;
18;1;1;0;1;1;negative;
36;1;1;0;1;1;positive;
32;1;1;0;1;0;negative;
10;1;1;0;1;0;positive;
42;0;1;0;1;1;negative;
100;1;0;0;1;1;negative;
29;0;1;0;1;1;negative;
51;1;0;0;1;1;negative;
36;1;1;0;1;1;positive;
40;1;0;0;1;1;negative;
22;0;1;0;1;1;negative;
57;1;0;0;1;1;negative;
78;1;1;0;1;0;negative;
22;0;1;0;1;1;negative;
18;1;1;0;1;1;positive;
42;0;1;0;1;0;negative;
32;0;1;0;1;1;negative;
29;1;1;0;1;0;negative;
100;1;0;0;1;1;positive;
5;0;1;0;1;0;negative;
73;1;1;0;1;0;negative;
49;0;1;0;1;0;negative;
99;1;0;0;1;1;negative;
41;1;0;0;1;1;negative;
97;1;0;0;1;1;positive;
90;1;0;0;1;1;negative;
24;1;0;0;1;1;positive;
31;0;1;0;1;0;negative;
20;1;1;0;1;0;negative;
68;1;0;0;1;1;positive;
46;1;1;0;1;1;positive;
20;0;1;0;1;1;negative;
25;1;1;0;1;0;negative;
87;1;1;0;1;0;negative;
39;1;1;0;1;0;negative;
86;1;1;0;1;0;negative;
21;1;1;0;1;0;negative;
37;1;1;0;1;0;negative;
17;1;1;0;1;1;positive;
77;1;1;0;1;0;negative;
16;1;1;0;1;1;positive;
38;1;1;0;1;0;negative;
62;1;1;0;1;0;negative;
89;1;0;0;1;1;negative;
85;1;1;0;1;0;negative;
23;1;0;0;1;1;positive;
87;0;1;0;1;1;negative;
64;1;1;0;1;1;positive;
57;1;1;0;1;1;positive;
75;1;1;0;1;0;negative;
40;0;1;0;1;1;positive;
50;1;0;0;1;1;negative;
45;1;1;0;1;1;negative;
54;0;1;0;1;1;positive;
23;1;1;0;1;0;negative;
100;1;0;0;1;1;positive;
21;1;1;0;1;0;negative;
94;0;1;0;1;1;negative;
88;1;0;0;1;1;negative;
82;0;1;0;1;1;negative;
59;1;1;0;1;0;negative;
82;1;1;0;1;1;negative;
36;1;0;0;1;1;negative;
39;1;1;0;1;0;negative;
31;1;0;0;1;1;negative;
4;1;1;0;1;0;negative;
90;1;1;0;1;1;negative;
53;1;0;0;1;1;negative;
23;1;1;0;1;0;negative;
28;1;1;0;1;0;negative;
46;0;1;0;1;1;negative;
84;1;1;0;1;0;negative;
38;1;1;0;1;1;negative;
40;1;1;0;1;1;negative;
19;1;1;0;1;0;negative;
24;1;1;0;1;0;negative;
80;1;1;0;1;1;negative;
26;1;1;0;1;0;negative;
81;1;0;0;1;1;negative;
76;1;0;0;1;1;positive;
59;0;1;0;1;1;negative;
72;1;1;0;1;0;negative;
22;0;1;0;1;1;negative;
27;1;1;0;1;0;negative;
2;1;1;0;1;0;negative;
100;1;0;0;1;1;negative;
80;1;1;0;1;1;negative;
98;1;1;0;1;0;negative;
66;1;1;0;1;1;positive;
23;1;1;0;1;0;negative;
34;1;1;0;1;1;negative;
84;0;1;0;1;1;negative;
87;1;1;0;1;0;negative;
40;1;1;0;1;0;negative;
40;1;0;0;1;1;positive;
39;1;1;0;1;0;negative;
32;1;0;0;1;1;negative;
33;1;1;0;1;0;negative;
93;1;1;0;1;1;negative;
69;1;0;0;1;1;negative;
95;1;1;0;1;0;negative;
34;1;1;0;1;0;negative;
38;1;1;0;1;0;negative;
47;1;1;0;1;1;positive;
33;1;1;0;1;0;negative;
87;1;1;0;1;0;negative;
22;1;1;0;1;0;negative;
13;0;1;0;1;1;negative;
33;1;1;0;1;0;negative;
83;0;1;0;1;1;positive;
49;0;1;0;1;1;negative;
30;1;1;0;1;1;negative;
28;1;1;0;1;1;negative;
52;1;0;0;1;1;negative;
47;1;0;0;1;1;positive;
9;1;1;0;1;0;positive;
24;1;1;0;1;0;negative;
42;0;1;0;1;1;negative;
17;0;1;0;1;1;negative;
65;0;1;0;1;1;negative;
96;1;0;0;1;1;negative;
32;1;1;0;1;0;negative;
24;1;1;0;1;0;positive;
52;1;0;0;1;1;negative;
68;1;0;0;1;1;positive;
91;1;0;0;1;1;positive;
98;1;0;0;1;1;positive;
28;1;1;0;1;0;negative;
72;1;1;0;1;0;negative;
29;0;1;0;1;0;negative;
54;0;1;0;1;1;positive;
70;1;1;0;1;1;positive;
25;1;1;0;1;1;positive;
70;1;1;0;1;1;negative;
28;0;1;0;1;1;negative;
1;1;1;0;1;0;positive;
71;0;1;0;1;1;positive;
52;1;1;0;1;0;negative;
11;1;1;0;1;0;negative;
70;1;1;0;1;1;positive;
36;1;1;0;1;0;negative;
100;1;1;0;1;1;positive;
42;1;0;0;1;1;negative;
87;0;1;0;1;1;negative;
97;1;1;0;1;1;positive;
9;1;1;0;1;1;negative;
13;1;1;0;1;1;negative;
28;1;1;0;1;0;negative;
25;1;0;0;1;1;negative;
19;1;1;0;1;0;negative;
23;1;1;0;1;1;negative;
92;1;1;0;1;0;negative;
32;0;1;0;1;1;negative;
79;1;1;0;1;1;negative;
68;1;1;0;1;1;negative;
72;1;1;0;1;1;negative;
84;1;1;0;1;1;negative;
55;0;1;0;1;0;negative;
1;1;1;0;1;0;negative;
39;1;0;0;1;1;negative;
24;1;1;0;1;1;negative;
31;0;1;0;1;1;negative;
22;0;1;0;1;1;negative;
11;0;1;0;1;1;negative;
23;0;1;0;1;1;negative;
28;1;1;0;1;1;positive;
45;1;1;0;1;1;positive;
96;1;1;0;1;0;negative;
90;1;0;0;1;1;negative;
32;1;1;0;1;0;negative;
93;1;1;0;1;1;negative;
72;0;1;0;1;1;negative;
32;1;1;0;1;1;negative;
89;1;0;0;1;1;negative;
97;1;1;0;1;1;positive;
98;1;0;0;1;1;positive;
85;1;0;0;1;1;negative;
23;0;1;0;1;0;negative;
85;1;1;0;1;0;negative;
90;1;1;0;1;0;negative;
47;1;0;0;1;1;positive;
24;1;1;0;1;0;negative;
82;1;0;0;1;1;negative;
22;0;1;0;1;1;negative;
39;1;1;0;1;1;negative;
14;0;1;0;1;0;negative;
52;1;0;0;1;1;negative;
42;1;0;0;1;1;negative;
8;1;1;0;1;0;negative;
21;1;1;0;1;0;negative;
29;0;1;0;1;0;negative;
100;1;0;0;1;1;negative;
58;1;1;0;1;1;positive;
77;1;1;0;1;0;negative;
79;1;1;0;1;1;negative;
89;1;0;0;1;1;positive;
26;1;1;0;1;1;positive;
19;0;1;0;1;0;negative;
27;1;1;0;1;0;negative;
91;1;0;0;1;1;positive;
27;1;1;0;1;1;positive;
84;1;1;0;1;1;negative;
90;1;1;0;1;0;negative;
38;1;1;0;1;0;negative;
35;1;1;0;1;1;positive;
27;1;1;0;1;0;negative;
98;1;1;0;1;0;negative;
15;1;1;0;1;1;positive;
19;1;1;0;1;1;negative;
38;1;0;0;1;1;negative;
21;1;1;0;1;0;negative;
47;0;1;0;1;1;negative;
75;1;1;0;1;0;negative;
94;0;1;0;1;1;negative;
85;1;1;0;1;0;negative;
29;0;1;0;1;1;negative;
31;1;1;0;1;0;negative;
1;1;1;0;1;0;negative;
17;1;1;0;1;1;positive;
11;0;1;0;1;1;negative;
92;1;1;0;1;0;negative;
2;1;1;0;1;0;negative;
10;1;1;0;1;1;negative;
29;1;1;0;1;0;positive;
27;1;1;0;1;1;negative;
39;1;1;0;1;1;negative;
27;1;1;0;1;0;negative;
49;1;1;0;1;0;negative;
31;1;1;0;1;1;negative;
100;1;0;0;1;1;negative;
28;1;0;0;1;1;negative;
72;1;1;0;1;0;negative;
32;0;0;0;1;1;positive;
15;1;1;0;1;1;positive;
99;1;1;0;1;1;positive;
80;1;1;0;1;0;negative;
100;1;0;0;1;1;negative;
43;0;1;0;1;1;negative;
99;1;1;0;1;1;positive;
86;1;0;0;1;1;positive;
33;1;0;0;1;1;negative;
39;1;1;0;1;0;negative;
78;0;1;0;1;0;negative;
33;1;1;0;1;1;positive;
78;1;1;0;1;0;negative;
34;1;1;0;1;0;negative;
31;1;1;0;1;0;negative;
95;1;0;0;1;1;positive;
31;1;1;0;1;1;negative;
21;1;1;0;1;0;negative;
22;1;1;0;1;0;negative;
1;1;1;0;1;0;negative;
53;1;0;0;1;1;negative;
43;1;0;0;1;1;negative;
36;1;0;0;1;1;negative;
55;1;1;0;1;1;positive;
83;1;0;0;1;1;positive;
40;1;1;0;1;0;negative;
39;0;1;0;1;1;negative;
89;1;1;0;1;0;positive;
30;1;1;0;1;0;negative;
80;1;1;0;1;0;negative;
82;1;0;0;1;1;negative;
46;0;1;0;1;0;negative;
80;1;0;0;1;1;negative;
81;1;1;0;1;0;negative;
100;0;0;0;1;1;negative;
57;1;0;0;1;1;negative;
43;0;1;0;1;0;positive;
46;1;1;0;1;1;positive;
21;1;1;0;1;0;negative;
35;0;1;0;1;0;negative;
66;1;1;0;1;1;positive;
82;1;1;0;1;1;negative;
31;1;1;0;1;0;negative;
14;0;1;0;1;0;negative;
25;1;1;0;1;1;negative;
100;1;0;0;1;1;negative;
56;1;0;0;1;1;negative;
32;1;1;0;1;1;negative;
43;1;0;0;1;1;negative;
77;0;1;0;1;1;negative;
100;1;0;0;1;1;negative;
28;1;1;0;1;1;negative;
100;1;0;0;1;1;negative;
81;1;1;0;1;0;negative;
86;1;1;0;1;0;negative;
16;1;1;0;1;1;negative;
100;1;0;0;1;1;negative;
65;1;1;0;1;1;negative;
23;1;1;0;1;0;negative;
69;0;1;0;1;1;negative;
34;1;1;0;1;0;negative;
33;1;1;0;1;1;negative;
34;0;1;0;1;1;negative;
56;1;0;0;1;1;negative;
1;1;1;0;1;0;negative;
51;1;0;0;1;1;negative;
37;1;1;0;1;0;negative;
48;1;1;0;1;1;negative;
30;0;1;0;1;1;positive;
85;1;1;0;1;0;negative;
92;1;1;0;1;0;negative;
31;1;1;0;1;1;negative;
53;1;0;0;1;1;negative;
68;1;1;0;1;1;positive;
45;0;1;0;1;0;negative;
33;1;0;0;1;1;negative;
44;1;1;0;1;1;negative;
69;1;1;0;1;0;negative;
13;1;1;0;1;1;positive;
88;1;0;0;1;1;positive;
35;1;0;0;1;1;negative;
46;1;0;0;1;1;negative;
19;1;1;0;1;0;negative;
34;0;1;0;1;1;negative;
92;1;0;0;1;1;negative;
39;1;1;0;1;0;negative;
71;1;1;0;1;0;negative;
37;1;1;0;1;1;negative;
44;1;0;0;1;1;positive;
17;1;1;0;1;1;negative;
88;1;1;0;1;0;negative;
28;0;1;0;1;1;negative;
38;0;1;0;1;1;positive;
92;0;1;0;1;1;negative;
56;0;1;0;1;1;negative;
68;1;1;0;1;1;negative;
27;1;1;0;1;0;negative;
42;0;1;0;1;0;negative;
2;1;1;0;1;1;negative;
7;1;1;0;1;1;negative;
59;1;1;0;1;1;negative;
24;1;1;0;1;1;positive;
80;1;1;0;1;1;negative;
93;1;0;0;1;1;negative;
65;1;1;0;1;1;negative;
42;1;1;0;1;1;positive;
85;1;1;0;1;0;negative;
50;1;0;0;1;1;negative;
33;1;1;0;1;0;positive;
25;1;1;0;1;0;negative;
26;1;1;0;1;1;positive;
42;0;1;0;1;1;negative;
29;1;0;0;1;1;negative;
43;0;1;0;1;1;negative;
29;0;1;0;1;0;negative;
90;1;0;0;1;1;negative;
39;1;0;0;1;1;negative;
23;1;1;0;1;0;negative;
95;1;0;0;1;1;negative;
88;1;1;0;1;0;positive;
35;1;1;0;1;1;negative;
83;1;1;0;1;0;negative;
82;1;1;0;1;1;negative;
69;1;1;0;1;0;positive;
49;1;1;0;1;0;negative;
87;1;1;0;1;0;negative;
39;1;1;0;1;0;negative;
27;1;1;0;1;1;positive;
33;1;1;0;1;0;negative;
67;1;1;0;1;1;negative;
30;1;1;0;1;1;negative;
30;1;1;0;1;0;negative;
69;1;1;0;1;0;negative;
69;1;1;0;1;1;negative;
16;0;1;0;1;0;negative;
19;0;1;0;1;1;negative;
41;1;1;0;1;1;positive;
91;0;1;0;1;1;negative;
82;1;0;0;1;1;negative;
98;1;1;0;1;0;negative;
39;0;1;0;1;0;negative;
55;0;1;0;1;1;positive;
6;1;1;0;1;0;negative;
63;1;1;0;1;1;negative;
85;1;0;0;1;1;negative;
36;0;1;0;1;1;negative;
18;1;1;0;1;1;negative;
50;0;1;0;1;0;negative;
28;1;1;0;1;1;positive;
58;0;1;0;1;1;negative;
29;1;1;0;1;0;negative;
97;1;1;0;1;1;negative;
90;1;1;0;1;1;negative;
22;1;1;0;1;0;negative;
68;1;1;0;1;1;positive;
84;1;1;0;1;0;negative;
14;1;1;0;1;0;negative;
86;1;1;0;1;1;positive;
48;1;0;0;1;1;negative;
76;1;1;0;1;1;negative;
27;1;1;0;1;0;negative;
100;1;0;0;1;1;negative;
41;0;1;0;1;0;negative;
32;1;1;0;1;0;negative;
40;1;1;0;1;0;negative;
43;0;1;0;1;1;negative;
52;0;1;0;1;1;negative;
87;1;1;0;1;1;negative;
46;1;1;0;1;1;positive;
79;0;1;0;1;0;positive;
55;1;1;0;1;1;positive;
24;0;1;0;1;0;negative;
53;0;1;0;1;0;negative;
27;1;1;0;1;0;negative;
20;0;1;0;1;1;negative;
25;1;1;0;1;0;negative;
81;1;0;0;1;1;positive;
31;1;1;0;1;0;negative;
100;1;0;0;1;1;negative;
41;1;1;0;1;1;negative;
86;1;1;0;1;0;negative;
59;1;1;0;1;0;negative;
30;1;1;0;1;1;negative;
36;0;1;0;1;1;negative;
38;0;1;0;1;0;negative;
17;1;1;0;1;0;positive;
52;1;0;0;1;1;negative;
59;1;0;0;1;1;negative;
26;1;1;0;1;1;negative;
60;0;1;0;1;1;negative;
79;1;1;0;1;0;positive;
68;1;1;0;1;1;negative;
66;1;0;0;1;1;negative;
52;1;0;0;1;1;negative;
37;1;0;0;1;1;positive;
34;1;1;0;1;1;positive;
68;1;1;0;1;1;negative;
46;0;1;0;1;1;negative;
99;1;0;0;1;1;negative;
61;1;0;0;1;1;negative;
64;1;1;0;1;1;positive;
84;1;1;0;1;1;positive;
33;1;1;0;1;1;negative;
50;1;1;0;1;0;negative;
37;1;1;0;1;0;negative;
29;0;1;0;1;1;negative;
89;0;1;0;1;1;negative;
20;1;1;0;1;0;negative;
5;1;1;0;1;0;negative;
36;0;1;0;1;1;negative;
100;1;0;0;1;1;positive;
72;1;1;0;1;1;negative;
55;1;0;0;1;1;positive;
4;0;1;0;1;1;positive;
62;0;1;0;1;1;negative;
30;1;1;0;1;0;negative;
98;0;1;0;1;1;negative;
45;1;1;0;1;1;positive;
33;1;0;0;1;0;negative;
100;1;0;0;1;1;negative;
60;1;0;0;1;1;negative;
42;1;1;0;1;1;positive;
10;0;1;0;1;0;negative;
66;1;1;0;1;1;positive;
85;0;1;0;1;1;negative;
80;1;1;0;1;0;negative;
57;1;1;0;1;1;negative;
57;1;1;0;1;1;negative;
21;1;1;0;1;0;negative;
79;1;1;0;1;0;negative;
86;1;1;0;1;0;negative;
98;1;1;0;1;1;negative;
24;1;1;0;1;0;negative;
76;1;1;0;1;0;negative;
28;1;1;0;1;1;negative;
37;0;1;0;1;1;negative;
63;1;1;0;1;0;negative;
49;0;1;0;1;1;positive;
82;1;0;0;1;1;negative;
100;1;0;0;1;1;negative;
48;1;1;0;1;0;negative;
87;1;1;0;1;0;negative;
62;1;1;0;1;0;negative;
24;1;1;0;1;0;positive;
17;1;1;0;1;1;positive;
71;1;1;0;1;0;negative;
97;1;1;0;1;1;positive;
100;1;0;0;1;1;negative;
48;1;1;0;1;0;negative;
41;1;1;0;1;1;negative;
41;1;1;0;1;0;negative;
51;1;1;0;1;1;negative;
24;1;1;0;1;1;positive;
48;1;0;0;1;1;negative;
33;1;1;0;1;0;negative;
7;1;1;0;1;0;negative;
46;1;1;0;1;0;positive;
85;1;1;0;1;0;negative;
27;1;1;0;1;1;negative;
81;1;1;0;1;0;positive;
14;1;1;0;1;0;negative;
75;1;1;0;1;0;negative;
29;1;1;0;1;0;negative;
29;0;1;0;1;0;negative;
19;1;1;0;1;1;negative;
42;1;1;0;1;0;positive;
47;1;0;0;1;1;negative;
23;1;1;0;1;0;positive;
45;0;1;0;1;1;negative;
59;0;1;0;1;0;negative;
24;0;1;0;1;1;positive;
25;0;1;0;1;1;positive;
46;0;1;0;1;0;negative;
12;1;1;0;1;1;negative;
27;1;1;0;1;1;positive;
37;1;1;0;1;1;negative;
29;0;1;0;1;1;negative;
44;0;1;0;1;1;negative;
55;1;0;0;1;1;negative;
61;1;1;0;1;0;negative;
39;1;1;0;1;1;negative;
100;1;0;0;1;1;negative;
100;1;1;0;1;1;negative;
99;1;0;0;1;1;positive;
39;1;0;0;1;1;negative;
37;1;1;0;1;0;negative;
24;1;1;0;1;1;positive;
96;1;0;0;1;1;positive;
32;1;0;0;1;1;positive;
96;1;1;0;1;0;negative;
34;1;1;0;1;1;negative;
23;1;1;0;1;0;negative;
70;1;1;0;1;1;positive;
48;0;1;0;1;1;negative;
9;0;1;0;1;0;negative;
34;1;1;0;1;1;positive;
48;1;1;0;1;0;negative;
33;1;1;0;1;1;negative;
63;1;1;0;1;0;negative;
74;1;1;0;1;1;negative;
11;1;1;0;1;1;negative;
100;1;0;0;1;1;negative;
79;1;1;0;1;1;negative;
80;0;1;0;1;1;negative;
78;1;1;0;1;0;negative;
21;1;1;0;1;1;negative;
39;1;1;0;1;0;negative;
63;1;1;0;1;0;negative;
48;0;1;0;1;1;negative;
67;1;1;0;1;1;positive;
96;0;1;0;1;1;positive;
88;1;1;0;1;1;negative;
87;1;0;0;1;1;negative;
100;1;0;0;1;1;negative;
31;1;1;0;1;1;negative;
82;1;1;0;1;0;negative;
96;1;0;0;1;1;positive;
54;1;0;0;1;1;negative;
55;1;1;0;1;1;positive;
51;1;0;0;1;1;negative;
93;1;0;0;1;0;negative;
57;1;1;0;1;1;positive;
45;0;1;0;1;0;negative;
84;1;1;0;1;0;negative;
42;1;0;0;1;1;negative;
18;0;1;0;1;0;negative;
14;1;1;0;1;0;negative;
39;1;1;0;1;1;negative;
100;1;0;0;1;1;negative;
14;1;1;0;1;1;negative;
79;1;0;0;1;1;positive;
98;1;1;0;1;1;negative;
38;1;1;0;1;0;negative;
95;1;1;0;1;0;negative;
77;1;1;0;1;0;negative;
70;0;1;0;1;1;negative;
46;1;0;0;1;1;positive;
83;1;0;0;1;1;negative;
5;0;1;0;1;1;negative;
22;1;1;0;1;0;positive;
26;1;1;0;1;1;positive;
52;1;0;0;1;1;negative;
27;1;1;0;1;1;negative;
64;1;0;0;1;1;positive;
33;1;1;0;1;0;negative;
15;0;1;0;1;1;negative;
5;0;1;0;1;1;negative;
71;1;1;0;1;0;negative;
30;1;1;0;1;1;negative;
28;1;1;0;1;1;negative;
40;1;1;0;1;1;negative;
87;1;1;0;1;0;positive;
52;1;1;0;1;1;negative;
30;1;0;0;1;1;negative;
38;1;0;0;1;1;negative;
74;1;1;0;1;1;negative;
48;1;1;0;1;1;negative;
36;1;0;0;1;1;negative;
67;1;1;0;1;1;positive;
41;0;1;0;1;0;negative;
45;1;0;0;1;1;positive;
26;1;1;0;1;1;negative;
92;1;0;0;1;1;negative;
94;1;0;0;1;1;positive;
34;1;1;0;1;1;positive;
32;0;1;0;1;1;negative;
86;1;1;0;1;0;negative;
98;1;1;0;1;0;negative;
42;1;1;0;1;1;negative;
42;0;1;0;1;1;negative;
47;1;0;0;1;1;negative;
36;1;0;0;1;1;positive;
73;1;1;0;1;1;negative;
38;1;0;0;1;1;negative;
28;1;1;0;1;0;negative;
86;1;1;0;1;1;positive;
79;1;0;0;1;1;positive;
81;1;1;0;1;0;negative;
13;0;1;0;1;1;negative;
29;0;1;0;1;1;negative;
69;0;1;0;1;1;positive;
11;1;1;0;1;0;negative;
23;1;1;0;1;0;negative;
15;1;1;0;1;1;negative;
21;1;1;0;1;0;negative;
29;1;1;0;1;0;negative;
33;1;1;0;1;0;positive;
97;1;1;0;1;0;negative;
27;1;1;0;1;0;negative;
70;1;1;0;1;1;positive;
76;1;1;0;1;0;positive;
95;1;0;0;1;1;positive;
100;1;0;0;1;1;negative;
92;1;0;0;1;1;positive;
83;1;1;0;1;0;negative;
86;0;1;0;1;0;negative;
72;1;1;0;1;0;negative;
1;1;1;0;1;0;negative;
10;1;1;0;1;0;negative;
74;1;1;0;1;1;negative;
61;1;1;0;1;1;negative;
40;1;1;0;1;0;negative;
31;0;1;0;1;0;positive;
69;1;1;0;1;1;negative;
88;1;0;0;1;1;negative;
100;1;1;0;1;1;positive;
100;1;0;0;1;1;negative;
11;1;1;0;1;0;negative;
10;1;1;0;1;0;negative;
100;1;0;0;1;1;negative;
20;0;1;0;1;1;negative;
35;1;0;0;1;1;negative;
77;1;0;0;1;1;negative;
38;1;0;0;1;1;negative;
41;1;1;0;1;1;positive;
78;1;1;0;1;0;negative;
81;1;1;0;1;0;negative;
45;1;1;0;1;1;negative;
28;1;1;0;1;1;positive;
59;1;0;0;1;1;negative;
43;0;1;0;1;1;negative;
93;1;1;0;1;1;negative;
99;1;1;0;1;1;positive;
14;1;1;0;1;1;negative;
31;1;1;0;1;1;negative;
46;0;1;0;1;0;negative;
69;1;1;0;1;0;negative;
41;1;0;0;1;0;negative;
86;1;1;0;1;1;positive;
30;0;1;0;1;0;negative;
48;1;1;0;1;0;negative;
41;1;1;0;1;1;positive;
34;1;1;0;1;1;negative;
35;1;1;0;1;1;negative;
14;0;1;0;1;1;negative;
97;1;0;0;1;1;positive;
21;1;0;0;1;1;negative;
90;1;0;0;1;1;negative;
39;1;0;0;1;1;negative;
34;1;1;0;1;0;negative;
48;0;1;0;1;1;negative;
25;1;1;0;1;0;negative;
19;1;1;0;1;1;negative;
83;1;0;0;1;1;positive;
20;1;1;0;1;0;negative;
74;1;1;0;1;0;negative;
31;0;1;0;1;1;positive;
24;1;1;0;1;0;negative;
15;1;1;0;1;0;positive;
89;1;1;0;1;0;negative;
32;0;1;0;1;1;negative;
50;0;1;0;1;1;negative;
2;1;1;0;1;0;negative;
87;1;0;0;1;1;negative;
1;1;1;0;1;1;negative;
100;1;1;0;1;1;positive;
83;1;1;0;1;0;negative;
46;1;1;0;1;1;positive;
37;1;1;0;1;1;negative;
71;1;1;0;1;0;negative;
91;1;1;0;1;0;positive;
24;1;1;0;1;1;negative;
