Interface-ID;IU-105;IU-106;IU-168;IU-370;IU-371;IU-374;IU-375;IU-508;Usability Indicator;
632;1;1;0;1;1;0;0;0;positive;
633;1;1;0;2;0;1;0;0;positive;
634;1;0;0;1;1;2;0;0;positive;
635;1;2;1;1;1;1;0;0;positive;
636;0;2;0;0;0;0;0;0;negative;
637;0;1;1;2;1;1;1;0;positive;
638;1;1;1;0;1;2;0;1;positive;
639;0;0;0;1;1;1;0;1;positive;
640;0;2;1;0;0;0;1;0;positive;
641;0;0;0;0;1;1;0;0;positive;
642;0;1;0;0;0;0;0;0;negative;
643;0;0;0;0;1;1;1;0;positive;
644;1;1;1;0;1;1;1;1;positive;
645;0;0;2;0;1;1;1;0;positive;
646;0;1;0;2;1;0;1;1;positive;
647;0;0;0;2;1;1;0;0;positive;
648;1;1;0;0;1;0;0;0;positive;
649;0;1;0;1;0;0;2;0;positive;
650;1;0;0;2;1;1;0;0;positive;
651;0;0;0;0;0;0;1;0;positive;
652;0;0;0;1;0;0;1;0;positive;
653;1;1;1;0;1;1;0;1;positive;
654;0;0;0;0;1;1;1;0;positive;
655;1;1;1;1;1;0;1;0;positive;
656;0;1;0;0;0;0;0;0;negative;
657;1;0;0;1;1;1;1;1;positive;
658;1;1;0;0;1;1;1;0;positive;
659;1;1;0;2;1;0;0;0;positive;
660;1;0;0;0;0;1;0;0;positive;
661;0;2;0;0;0;2;0;0;negative;
662;2;0;0;0;0;0;0;0;negative;
663;0;0;1;1;0;1;0;0;positive;
664;0;0;0;0;0;0;1;0;negative;
665;1;1;2;1;1;0;1;0;positive;
666;0;2;0;0;0;0;0;0;negative;
667;1;1;0;1;1;1;1;0;positive;
668;1;1;0;2;1;0;1;0;positive;
669;1;0;0;0;1;1;0;0;positive;
670;0;0;2;2;1;0;0;0;positive;
671;1;0;0;0;0;0;0;0;negative;
672;1;1;0;1;1;1;0;0;positive;
673;0;1;0;0;1;1;0;1;positive;
674;0;2;0;0;0;0;0;0;negative;
675;1;0;0;1;0;1;1;1;positive;
676;1;1;0;2;1;1;1;0;positive;
677;1;1;0;1;1;0;0;0;positive;
678;1;0;0;1;0;0;1;0;positive;
679;0;0;2;1;0;2;0;0;negative;
680;1;0;0;1;1;1;0;0;positive;
681;0;1;0;1;1;1;1;1;positive;
682;1;0;0;1;2;0;1;0;positive;
683;1;1;1;0;1;0;1;1;positive;
684;1;1;1;1;1;0;1;0;positive;
685;0;1;0;0;1;1;0;0;positive;
686;1;0;0;0;1;1;0;0;positive;
687;1;1;0;2;0;1;0;0;positive;
688;1;1;0;2;1;0;1;0;positive;
689;0;1;0;0;0;0;0;0;negative;
690;0;0;0;0;1;1;1;0;positive;
691;1;1;1;0;1;2;1;0;positive;
692;0;1;0;2;1;0;0;0;positive;
693;1;0;0;0;0;2;0;1;negative;
694;1;1;0;1;1;0;0;0;positive;
695;1;0;1;1;1;1;0;0;positive;
696;0;1;0;0;1;1;1;0;positive;
697;1;1;0;1;0;1;1;0;positive;
698;1;0;1;1;2;1;1;1;positive;
699;0;0;0;1;1;1;1;0;positive;
700;1;0;0;1;1;1;1;0;positive;
701;1;1;0;1;1;1;0;0;positive;
702;1;1;1;1;1;0;1;0;positive;
703;0;0;0;0;0;0;0;0;negative;
704;0;0;0;0;0;0;0;0;negative;
705;1;0;1;0;1;0;1;1;positive;
706;0;0;0;0;0;0;0;0;negative;
707;1;1;0;1;1;1;1;0;positive;
708;0;1;0;1;1;1;1;0;positive;
709;1;0;0;1;0;1;2;0;positive;
710;1;0;0;0;1;1;1;0;positive;
711;1;1;0;0;1;1;1;0;positive;
712;1;1;0;1;1;1;0;0;positive;
713;1;0;0;0;0;0;0;0;negative;
714;1;0;0;1;1;0;1;0;positive;
715;1;1;2;1;1;1;1;0;positive;
716;0;1;0;1;1;2;0;0;positive;
717;1;1;0;0;1;1;1;1;positive;
718;1;0;0;0;1;1;0;0;positive;
719;1;1;0;1;1;2;1;0;positive;
720;1;1;1;0;1;1;1;0;positive;
721;1;1;0;0;0;0;0;0;positive;
722;0;0;0;0;0;0;0;0;negative;
723;1;0;1;1;1;0;1;0;positive;
724;0;0;0;2;0;2;1;0;positive;
725;1;0;0;0;1;1;1;1;positive;
726;1;0;0;2;1;1;0;0;positive;
727;1;0;1;1;1;1;1;0;positive;
728;1;0;0;0;2;0;0;0;positive;
729;1;0;1;0;1;1;1;0;positive;
730;1;1;0;2;0;2;0;0;positive;
731;0;1;0;0;1;1;0;1;positive;
732;1;1;2;1;1;2;0;0;positive;
733;1;1;1;0;1;0;0;0;positive;
734;1;0;0;2;1;2;2;0;positive;
735;0;0;0;1;1;0;0;0;positive;
736;0;2;0;0;1;2;0;0;positive;
737;0;0;2;0;1;1;1;0;positive;
738;1;1;0;1;1;2;0;0;positive;
739;1;2;2;0;1;2;1;0;positive;
740;1;1;0;0;1;1;0;0;positive;
741;1;1;0;1;0;0;0;0;negative;
742;1;0;0;1;1;1;1;0;positive;
743;1;2;0;0;0;0;0;0;negative;
744;1;0;1;1;1;1;1;1;positive;
745;0;1;0;0;0;1;0;1;positive;
746;1;0;0;0;0;0;1;0;positive;
747;2;0;0;1;1;1;0;0;positive;
748;0;1;1;1;2;1;0;0;positive;
749;0;1;1;0;1;1;1;1;positive;
750;1;0;0;1;1;0;1;0;positive;
751;1;1;0;1;1;0;0;1;positive;
752;1;1;0;0;1;1;0;0;positive;
753;1;1;2;1;1;1;1;0;positive;
754;2;0;0;0;0;0;1;0;positive;
755;0;1;1;1;1;0;0;0;positive;
756;0;0;0;1;1;1;0;0;positive;
757;2;1;0;1;0;0;0;0;positive;
758;1;0;0;0;1;0;0;0;positive;
759;1;1;0;1;0;0;0;1;positive;
760;1;0;0;1;1;1;1;1;positive;
761;1;1;0;1;1;1;1;0;positive;
762;0;1;0;1;1;1;1;0;positive;
763;1;0;0;1;1;0;1;0;positive;
764;1;1;0;2;1;1;0;1;positive;
765;1;0;0;1;1;0;0;0;positive;
766;1;0;0;0;1;1;0;1;positive;
767;0;1;0;1;1;1;1;1;positive;
768;1;0;0;0;0;0;0;0;positive;
769;1;1;0;1;1;0;0;1;positive;
770;1;0;0;2;1;0;0;1;positive;
771;0;0;1;1;1;1;0;0;positive;
772;0;0;0;1;1;1;1;0;positive;
773;1;1;2;1;2;0;0;0;positive;
774;1;1;0;1;1;1;1;0;positive;
775;1;1;0;0;0;0;0;0;positive;
776;0;2;2;0;0;1;1;0;positive;
777;0;1;1;0;1;0;1;0;positive;
778;1;0;1;0;2;2;0;0;positive;
779;1;1;2;0;0;1;1;0;positive;
780;0;2;1;2;1;1;0;0;positive;
781;1;0;0;0;1;0;0;0;positive;
782;0;1;2;0;1;0;1;0;positive;
783;1;0;1;2;1;1;1;1;positive;
784;1;1;0;0;1;1;0;0;positive;
785;0;1;0;0;1;1;0;1;positive;
786;0;1;0;1;1;0;0;1;positive;
787;0;0;0;1;0;1;1;0;positive;
788;1;1;0;1;1;1;1;0;positive;
789;1;0;1;2;1;0;0;1;positive;
790;0;1;0;0;0;0;2;0;positive;
791;0;0;0;2;1;0;1;0;positive;
792;0;0;0;0;0;0;1;0;positive;
793;1;0;0;1;1;1;1;1;positive;
794;1;1;2;0;1;0;0;1;positive;
795;0;1;0;0;1;0;0;0;positive;
796;2;1;0;0;0;2;0;0;positive;
797;0;1;0;0;1;1;0;0;positive;
798;1;1;0;1;1;1;1;0;positive;
799;0;0;0;0;0;1;0;1;positive;
800;2;1;0;0;0;0;0;0;negative;
801;0;1;0;2;1;2;1;1;positive;
802;1;2;0;0;1;1;0;1;positive;
803;1;1;0;0;1;0;0;0;positive;
804;1;0;1;1;1;1;0;1;positive;
805;0;0;0;0;0;0;0;0;negative;
806;1;1;1;0;1;0;0;0;positive;
807;1;0;0;1;1;0;1;0;positive;
808;0;0;0;0;0;0;0;0;negative;
809;1;1;0;1;2;2;0;0;positive;
810;1;1;0;0;1;0;1;1;positive;
811;1;2;0;2;0;0;1;0;positive;
812;1;1;0;1;0;2;0;0;positive;
813;1;2;0;0;0;0;0;0;negative;
814;1;2;0;1;0;1;0;0;positive;
815;1;1;0;0;1;2;1;1;positive;
816;0;1;0;0;0;1;1;0;positive;
817;1;1;0;0;2;0;0;0;negative;
818;0;1;0;2;1;0;1;0;positive;
819;1;1;0;1;1;2;1;0;positive;
820;1;1;0;1;1;0;1;0;positive;
821;0;1;0;2;1;0;0;0;negative;
822;1;1;0;0;1;0;1;0;positive;
823;1;1;0;1;1;0;1;0;positive;
824;0;0;0;0;0;0;0;0;negative;
825;1;1;0;0;1;1;1;0;positive;
826;1;1;0;1;1;0;1;0;positive;
827;1;1;0;0;1;0;0;0;positive;
828;0;1;0;0;1;1;0;0;positive;
829;1;0;0;2;1;1;1;0;positive;
830;0;2;0;2;0;1;0;0;positive;
831;1;0;1;1;1;0;0;1;positive;
832;1;0;1;1;1;0;1;0;positive;
833;0;1;0;2;1;2;0;0;positive;
834;1;1;0;2;1;2;0;1;positive;
835;0;0;0;0;1;1;1;1;positive;
836;1;0;0;0;1;0;1;1;positive;
837;0;0;2;2;1;1;1;0;positive;
838;0;1;0;0;1;1;1;0;positive;
839;1;0;0;1;1;1;1;0;positive;
840;1;0;0;1;1;2;1;0;positive;
841;0;1;0;1;1;1;1;0;positive;
842;1;0;0;1;1;1;0;0;negative;
843;1;0;1;2;1;1;0;1;positive;
844;1;1;0;0;1;2;1;0;positive;
845;1;0;0;1;1;1;0;1;positive;
846;1;0;0;0;0;1;0;0;positive;
847;1;1;0;2;0;1;1;1;positive;
848;0;0;2;0;0;2;0;1;positive;
849;1;0;0;0;1;1;0;0;positive;
850;1;1;0;0;1;1;1;0;positive;
851;1;2;0;0;0;0;0;0;negative;
852;1;1;0;0;0;0;0;0;positive;
853;1;1;1;2;1;1;1;0;positive;
854;1;1;0;1;0;1;0;1;positive;
855;0;0;0;0;0;0;0;0;negative;
856;1;0;1;2;1;1;1;0;positive;
857;1;1;0;1;1;1;1;0;positive;
858;1;2;0;1;1;1;0;0;positive;
859;1;1;0;2;1;1;0;0;positive;
860;1;1;0;0;0;0;0;0;negative;
861;0;0;1;1;1;1;1;1;positive;
862;1;1;0;0;1;0;0;0;positive;
863;0;1;0;1;1;0;1;0;positive;
864;1;1;0;2;1;1;1;0;positive;
865;1;2;0;1;1;1;1;0;positive;
866;1;2;0;2;0;2;0;0;positive;
867;0;0;2;2;1;0;1;1;positive;
868;0;1;0;0;1;1;1;1;positive;
869;0;0;0;2;0;1;0;1;positive;
870;0;1;0;0;1;0;0;1;positive;
871;1;1;1;1;1;1;1;0;positive;
872;0;1;0;2;2;0;1;0;positive;
873;1;0;1;1;1;1;0;0;positive;
874;1;0;0;1;1;1;1;0;positive;
875;1;1;0;2;1;0;0;0;positive;
876;1;0;0;1;1;0;1;0;positive;
877;1;1;0;0;2;0;1;0;positive;
878;0;1;0;1;0;2;1;0;positive;
879;1;0;0;1;1;2;0;2;positive;
880;0;1;2;1;0;2;0;1;positive;
881;1;0;0;1;1;0;1;1;positive;
882;0;1;0;2;1;2;0;0;positive;
883;1;0;1;1;1;1;1;1;positive;
884;1;0;1;1;1;0;1;1;positive;
885;1;1;0;1;1;2;1;0;positive;
886;1;1;0;2;0;1;0;0;positive;
887;1;2;0;2;1;0;1;0;positive;
888;0;1;0;1;1;0;1;0;positive;
889;0;1;0;1;1;0;0;1;positive;
890;0;0;0;1;0;1;1;0;positive;
891;1;1;0;1;0;0;0;0;positive;
892;1;0;0;1;1;0;1;1;positive;
893;1;1;0;1;1;1;0;0;positive;
894;0;1;0;1;0;0;1;0;positive;
895;1;1;1;1;0;1;1;1;positive;
896;1;2;0;2;0;0;0;0;positive;
897;1;1;0;2;1;1;1;0;positive;
898;1;1;0;0;1;1;1;0;positive;
899;0;1;0;1;1;1;1;1;positive;
900;1;1;0;1;1;2;1;0;positive;
901;1;0;0;1;1;1;1;0;positive;
902;1;0;1;2;1;0;0;0;positive;
903;0;0;0;1;1;1;1;0;positive;
904;1;2;0;2;1;1;0;0;positive;
905;0;1;0;0;2;0;1;0;positive;
906;1;1;0;1;1;1;1;0;positive;
907;1;0;0;0;0;0;0;0;positive;
908;1;1;0;0;1;2;0;0;positive;
909;0;1;0;0;1;0;1;0;positive;
910;2;0;0;0;0;0;0;0;negative;
911;0;0;0;0;0;0;0;0;negative;
912;0;1;0;0;1;0;1;0;positive;
913;0;1;0;0;1;1;1;0;positive;
914;1;0;1;1;1;0;0;0;positive;
915;1;0;0;1;1;1;0;0;positive;
916;1;1;0;1;1;2;1;1;positive;
917;1;1;1;0;0;1;0;0;positive;
918;1;0;0;1;0;0;0;1;positive;
919;1;1;0;0;0;1;0;0;positive;
920;1;2;0;2;0;2;0;0;negative;
921;0;0;1;0;2;1;0;1;positive;
922;1;1;0;1;1;1;1;0;positive;
923;0;1;1;0;1;1;1;1;positive;
924;0;1;0;0;0;0;0;0;negative;
925;1;0;0;0;1;0;1;0;positive;
926;0;1;0;0;1;1;1;0;positive;
927;1;2;0;0;1;1;0;1;positive;
928;1;1;0;0;1;0;0;0;positive;
929;1;1;0;2;1;0;0;1;positive;
930;1;0;0;0;0;1;0;0;positive;
931;0;1;0;2;1;1;0;1;positive;
932;0;1;0;1;0;1;0;0;negative;
933;1;0;0;0;1;0;0;1;positive;
934;1;1;0;1;1;1;1;0;positive;
935;1;2;0;1;1;1;1;0;positive;
936;0;1;0;1;1;0;1;0;positive;
937;1;1;0;1;1;2;0;0;positive;
938;0;0;0;0;1;0;1;1;positive;
939;0;1;0;0;0;1;0;0;negative;
940;1;0;1;1;1;1;1;0;positive;
941;1;2;1;1;1;2;1;0;positive;
942;1;0;0;1;1;2;0;0;positive;
943;0;1;1;1;2;0;0;0;positive;
944;0;0;0;1;1;0;1;0;positive;
945;0;1;0;2;0;0;0;0;negative;
946;0;1;0;1;1;0;0;0;positive;
947;1;1;1;1;0;0;1;0;positive;
948;0;0;0;0;0;0;0;0;negative;
949;1;2;0;2;1;0;1;0;positive;
950;1;0;1;1;1;2;1;1;positive;
951;0;0;0;0;1;2;1;0;positive;
952;0;0;0;2;1;0;1;0;positive;
953;1;1;1;0;1;0;1;1;positive;
954;1;0;0;0;1;0;1;0;positive;
955;0;1;0;0;0;1;0;0;negative;
956;1;0;0;0;2;0;2;0;negative;
957;1;1;0;0;1;1;0;0;positive;
958;1;0;1;1;1;2;1;0;positive;
959;1;1;1;0;0;0;0;0;positive;
960;0;1;0;0;1;1;0;2;positive;
961;1;0;0;0;1;0;0;0;positive;
962;1;2;0;1;1;1;1;0;positive;
963;1;1;0;1;1;1;0;0;positive;
964;1;0;1;2;0;2;1;1;positive;
965;0;1;0;1;1;1;1;0;positive;
966;1;0;2;1;1;1;1;0;positive;
967;1;1;0;0;1;1;1;0;positive;
968;1;0;0;0;0;1;0;1;negative;
969;1;1;0;0;1;1;1;0;positive;
970;1;0;1;2;1;1;0;0;positive;
971;1;1;0;1;1;1;1;0;positive;
972;1;1;2;1;1;1;1;0;positive;
973;1;2;0;1;1;1;0;0;positive;
974;1;0;0;0;1;2;0;0;positive;
975;1;1;0;0;1;1;1;0;positive;
976;1;1;0;2;0;0;0;0;negative;
977;1;0;0;1;1;2;1;0;positive;
978;1;1;0;0;1;0;0;0;positive;
979;1;0;1;0;1;1;1;0;positive;
980;0;0;0;1;1;0;0;0;positive;
981;1;0;0;1;1;0;0;1;negative;
982;1;1;0;1;1;1;1;0;positive;
983;1;0;0;2;1;0;1;0;positive;
984;1;1;0;1;0;1;0;0;positive;
985;0;1;0;1;1;0;1;0;positive;
986;1;1;0;1;1;2;0;0;positive;
987;1;1;0;0;1;0;0;2;negative;
988;0;0;0;2;0;2;1;0;positive;
989;1;1;0;1;1;1;0;0;positive;
990;1;1;0;1;1;1;1;0;positive;
991;0;0;0;2;0;0;0;0;negative;
992;1;1;0;0;1;1;0;0;positive;
993;1;1;0;1;1;1;1;0;positive;
994;1;1;0;1;1;0;0;0;positive;
995;1;1;0;0;1;1;0;0;positive;
996;1;1;0;2;1;1;1;0;positive;
997;2;1;0;0;1;1;0;0;positive;
998;1;0;1;0;1;1;1;1;positive;
999;1;1;2;1;1;2;0;0;positive;
1000;0;0;0;0;1;1;0;0;positive;
1001;1;0;1;1;1;1;1;0;positive;
1002;1;1;0;1;1;0;1;0;positive;
1003;1;1;0;1;0;0;0;0;positive;
1004;1;0;0;0;2;0;0;0;positive;
1005;0;1;0;0;1;0;0;0;positive;
1006;0;2;0;2;1;0;0;0;negative;
1007;1;2;0;1;0;0;1;0;positive;
1008;0;0;0;0;1;1;0;0;positive;
1009;0;0;0;2;1;1;1;1;positive;
1010;1;1;0;2;1;1;1;0;positive;
1011;0;1;0;1;1;1;0;0;positive;
1012;1;1;0;1;1;0;1;0;positive;
1013;0;1;0;1;1;1;1;0;positive;
1014;0;1;0;1;1;1;1;0;positive;
1015;1;1;0;0;1;2;0;0;positive;
1016;0;1;0;0;1;2;1;0;positive;
1017;0;1;1;0;1;1;0;0;positive;
1018;1;0;0;0;1;1;0;0;positive;
1019;1;1;0;1;1;1;0;1;positive;
1020;1;1;0;1;1;0;1;0;positive;
1021;1;0;0;2;0;1;0;1;positive;
1022;0;0;2;1;1;1;0;0;positive;
1023;0;0;0;0;0;0;0;0;negative;
1024;1;0;0;1;1;1;1;1;positive;
1025;1;1;0;1;1;1;1;0;positive;
1026;0;1;0;2;1;2;0;0;positive;
1027;1;1;0;1;1;1;0;0;positive;
1028;1;1;0;1;1;2;1;1;positive;
1029;1;0;0;1;1;0;0;0;positive;
1030;0;0;0;0;1;0;1;0;positive;
1031;1;1;0;1;0;1;0;0;positive;
1032;1;1;0;1;1;1;0;0;positive;
1033;1;0;0;1;1;0;0;0;positive;
1034;0;1;0;0;0;0;0;0;negative;
1035;0;1;0;1;2;2;0;0;positive;
1036;1;0;0;0;1;2;0;0;positive;
1037;0;1;0;1;1;1;1;0;positive;
1038;0;0;1;1;1;1;0;0;negative;
1039;1;0;1;1;0;1;0;0;positive;
1040;0;0;1;2;1;2;0;0;positive;
1041;2;0;0;2;0;0;0;0;negative;
1042;1;1;0;0;0;2;0;0;positive;
1043;0;1;0;1;1;1;0;1;positive;
1044;0;0;0;0;1;0;1;1;positive;
1045;0;0;0;1;0;0;1;1;positive;
1046;1;1;0;1;1;0;0;1;positive;
1047;0;0;1;0;2;0;0;0;positive;
1048;0;0;0;0;0;0;0;0;negative;
1049;0;1;0;0;0;0;0;0;negative;
1050;1;0;0;0;1;0;0;0;positive;
1051;1;0;1;1;1;1;0;0;positive;
1052;1;1;0;1;1;2;0;1;positive;
1053;0;0;0;1;1;1;0;0;positive;
1054;1;0;0;0;1;1;0;0;positive;
1055;1;0;0;2;0;1;0;0;positive;
1056;0;1;0;1;1;0;1;0;positive;
1057;0;0;1;0;1;0;0;0;positive;
1058;0;1;0;1;1;1;0;1;positive;
1059;0;1;0;2;1;1;0;0;positive;
1060;0;0;0;1;1;1;0;0;positive;
1061;1;1;0;0;0;0;1;0;positive;
1062;1;0;1;1;0;1;0;0;positive;
1063;1;1;1;0;1;2;1;0;positive;
1064;1;0;0;0;1;0;1;0;positive;
1065;1;2;0;1;1;0;1;0;positive;
1066;1;1;0;0;1;1;0;0;positive;
1067;0;2;0;0;0;0;0;0;negative;
1068;1;1;0;1;1;0;1;0;positive;
1069;1;0;0;1;1;2;1;0;positive;
1070;1;1;0;2;1;1;0;0;positive;
1071;2;1;0;0;1;0;0;0;positive;
1072;1;1;0;1;0;1;0;0;positive;
1073;0;1;1;2;0;1;0;0;positive;
1074;1;1;2;0;0;1;0;0;positive;
1075;1;1;0;1;2;0;1;0;positive;
1076;1;0;0;1;1;1;1;2;positive;
1077;1;0;0;1;1;1;1;0;positive;
1078;0;1;0;2;1;1;0;0;positive;
1079;1;0;0;0;1;1;1;0;positive;
1080;1;0;0;0;2;1;1;0;positive;
1081;1;1;0;1;1;1;1;1;positive;
1082;1;2;0;2;1;0;0;0;positive;
1083;1;0;0;0;1;0;0;0;positive;
1084;0;1;2;1;0;2;0;1;positive;
1085;1;0;0;2;0;0;0;0;positive;
1086;1;1;0;1;1;1;0;0;positive;
1087;1;0;0;1;1;0;0;0;positive;
1088;1;0;0;1;1;1;0;0;positive;
1089;1;1;0;1;2;1;0;0;positive;
1090;1;1;0;2;1;2;1;0;positive;
1091;0;1;0;2;0;0;0;0;negative;
1092;1;1;0;0;1;1;0;0;positive;
1093;0;2;0;1;1;2;0;1;negative;
1094;0;0;0;1;1;2;1;0;positive;
1095;0;2;0;2;1;1;0;0;positive;
1096;1;1;0;0;0;0;0;0;negative;
1097;0;0;0;1;0;0;0;0;negative;
1098;0;0;0;2;0;1;1;1;positive;
1099;1;1;0;1;0;1;0;0;positive;
1100;0;0;0;0;0;0;1;0;positive;
1101;1;1;1;0;0;0;1;0;positive;
1102;1;1;0;1;1;1;1;0;positive;
1103;1;0;0;0;1;0;1;1;positive;
1104;2;0;0;1;1;2;1;1;positive;
1105;1;0;0;1;1;1;1;0;positive;
1106;0;0;1;2;1;1;1;0;positive;
1107;1;0;0;2;1;1;1;1;positive;
1108;1;1;1;1;1;1;0;1;positive;
1109;1;1;0;0;1;0;1;1;positive;
1110;0;0;0;1;0;1;0;0;positive;
1111;1;1;1;0;1;2;0;0;positive;
1112;1;0;0;0;0;0;1;0;positive;
1113;1;1;0;0;1;1;0;1;positive;
1114;1;0;0;1;1;0;1;0;positive;
1115;0;1;0;2;1;2;0;0;positive;
1116;0;1;0;0;0;0;0;0;negative;
1117;1;0;0;1;0;2;1;0;positive;
1118;1;1;1;0;1;1;0;0;positive;
1119;1;1;0;1;1;0;1;0;positive;
1120;0;1;2;1;1;2;0;0;positive;
1121;1;0;0;2;0;0;1;0;positive;
1122;1;1;0;0;1;0;0;0;negative;
1123;1;1;0;0;1;1;0;0;positive;
1124;1;1;0;1;1;0;1;0;positive;
1125;1;0;0;2;1;1;0;0;positive;
1126;0;2;0;2;1;2;1;0;positive;
1127;1;1;0;1;0;1;0;0;positive;
1128;0;1;0;1;0;2;0;0;positive;
1129;0;1;0;1;1;1;1;0;positive;
1130;1;1;0;0;1;1;1;0;positive;
1131;1;0;0;0;1;2;0;0;positive;
1132;0;0;0;1;1;2;1;0;positive;
1133;1;2;0;0;0;0;0;0;negative;
1134;0;0;0;0;1;0;1;1;positive;
1135;0;1;1;1;1;1;1;0;positive;
1136;0;0;0;0;2;1;1;0;positive;
1137;1;1;0;2;1;1;1;0;positive;
1138;0;0;0;2;0;0;0;0;negative;
1139;1;0;0;1;0;2;0;0;negative;
1140;1;2;1;2;1;0;0;0;positive;
1141;1;1;0;1;1;0;1;0;positive;
1142;0;0;0;0;0;0;0;0;negative;
1143;1;0;0;1;1;1;1;0;positive;
1144;1;1;0;1;1;1;0;1;positive;
1145;1;1;0;0;0;1;0;0;positive;
1146;1;1;0;0;1;2;0;1;positive;
1147;0;1;0;0;0;0;0;0;positive;
1148;1;1;0;1;1;1;1;1;positive;
1149;0;0;0;1;0;0;0;0;negative;
1150;0;1;0;0;0;0;0;0;negative;
1151;0;1;2;0;1;1;0;0;positive;
1152;1;1;0;0;0;2;0;0;positive;
1153;1;0;1;0;0;1;0;0;positive;
1154;1;1;0;0;1;2;0;0;positive;
1155;1;0;0;1;1;0;1;0;positive;
1156;1;1;0;1;1;2;0;0;positive;
1157;0;0;0;0;1;1;1;0;positive;
1158;1;1;0;1;1;1;1;0;positive;
1159;1;1;0;0;0;0;0;1;negative;
1160;1;1;0;1;1;1;1;2;positive;
1161;1;0;0;1;1;1;1;0;positive;
1162;1;0;0;1;1;1;1;0;positive;
1163;1;1;0;0;1;0;0;0;positive;
1164;0;0;1;2;1;1;1;0;positive;
1165;0;1;0;0;1;1;1;0;positive;
1166;1;1;0;2;1;1;0;0;positive;
1167;1;1;1;2;1;1;0;1;positive;
1168;1;0;0;1;2;1;1;0;positive;
1169;1;1;0;2;1;0;1;0;positive;
1170;0;0;0;0;0;1;0;0;negative;
1171;1;1;0;0;0;0;0;0;positive;
1172;1;0;0;1;1;2;1;0;positive;
1173;1;0;0;0;1;1;0;1;positive;
1174;0;0;0;1;1;1;1;0;positive;
1175;1;1;0;0;0;0;0;0;negative;
1176;1;2;0;1;2;1;0;0;positive;
1177;0;0;1;2;0;0;1;0;positive;
1178;1;1;0;1;1;2;1;0;positive;
1179;1;1;0;2;1;1;1;0;positive;
1180;1;1;0;1;1;1;0;1;positive;
1181;1;1;0;1;1;1;1;0;positive;
1182;1;0;0;0;0;0;0;0;negative;
1183;1;1;0;1;1;1;1;0;positive;
1184;1;0;0;0;1;1;0;0;positive;
1185;0;1;1;0;0;1;1;0;positive;
1186;0;1;2;1;0;0;0;0;positive;
1187;1;1;0;0;1;1;1;0;positive;
1188;0;1;1;1;1;2;1;1;positive;
1189;1;1;2;0;1;1;0;0;positive;
1190;0;1;1;0;2;0;1;0;positive;
1191;1;1;0;1;1;1;0;0;positive;
1192;1;0;0;1;1;2;0;0;positive;
1193;1;2;0;0;1;1;0;1;positive;
1194;0;0;0;0;1;1;1;0;positive;
1195;1;2;0;2;1;1;1;0;positive;
1196;1;1;0;0;2;0;1;0;positive;
1197;1;1;1;2;1;0;1;0;positive;
1198;0;1;0;0;1;0;0;0;positive;
1199;1;0;2;0;1;0;1;0;positive;
1200;1;0;0;1;1;1;0;0;positive;
1201;0;0;1;1;1;1;0;1;positive;
1202;1;2;0;1;0;1;1;0;positive;
1203;1;1;0;0;1;1;1;0;positive;
1204;1;0;0;1;1;1;0;1;positive;
1205;1;0;0;1;1;0;0;0;positive;
1206;1;1;2;2;0;2;1;0;positive;
1207;1;1;0;0;0;0;2;1;positive;
1208;1;0;0;0;1;0;1;0;positive;
1209;1;1;1;1;1;2;1;0;positive;
1210;1;2;0;1;1;0;1;0;positive;
1211;0;0;0;0;0;0;0;0;negative;
1212;0;1;0;0;1;1;1;1;positive;
1213;0;0;0;0;0;2;1;0;negative;
1214;1;1;2;2;1;2;1;1;positive;
1215;1;1;0;1;1;1;1;0;positive;
1216;1;1;1;0;1;2;0;0;positive;
1217;1;0;0;0;0;2;1;0;negative;
1218;0;1;0;0;1;1;0;0;positive;
1219;0;0;0;0;1;1;0;0;positive;
1220;1;2;0;0;0;0;0;0;negative;
1221;0;0;0;0;0;0;0;0;negative;
1222;0;0;0;0;1;0;1;1;positive;
1223;0;0;0;1;1;1;0;0;positive;
1224;1;1;0;2;0;0;0;0;negative;
1225;0;2;0;2;1;1;1;1;positive;
1226;0;0;0;1;1;1;0;1;positive;
1227;1;2;0;0;1;0;0;0;positive;
1228;0;1;0;0;1;2;1;0;positive;
1229;1;1;0;0;1;1;1;0;positive;
1230;1;0;2;0;1;1;0;1;positive;
1231;0;1;2;0;1;1;1;1;positive;
1232;1;0;1;1;1;1;1;0;positive;
1233;0;1;0;2;1;0;1;0;positive;
1234;1;1;1;1;1;1;0;0;positive;
1235;1;0;0;1;1;0;0;0;positive;
1236;1;0;0;0;0;0;0;0;negative;
1237;1;1;0;0;1;1;1;0;positive;
1238;1;1;0;0;1;0;0;0;positive;
1239;1;1;0;1;1;1;1;0;positive;
1240;1;0;0;2;1;1;0;0;positive;
1241;1;0;0;1;1;1;1;0;positive;
1242;1;2;0;0;1;1;1;0;positive;
1243;1;1;0;1;1;2;1;0;positive;
1244;0;1;0;1;1;1;1;1;positive;
1245;1;0;0;1;0;1;0;0;positive;
1246;0;1;0;1;1;0;1;0;positive;
1247;0;1;0;2;1;0;1;0;positive;
1248;0;0;0;0;0;0;0;0;negative;
1249;1;1;0;1;0;0;0;0;positive;
1250;0;1;0;0;2;0;1;0;positive;
1251;0;0;0;0;0;1;0;1;negative;
1252;1;1;0;0;1;2;1;0;positive;
1253;0;0;0;0;0;0;0;0;negative;
